Generation,Current Average,Current High,Size,TurnLim,Mutations,newseedfreq,Inequity,oldvsnew,percChild
34705,-2.35,2,16,20,40,2000,10.0,0.05,0.2
34710,-2.025,2,16,20,40,2000,10.0,0.05,0.2
34715,-0.9,4,16,20,40,2000,10.0,0.05,0.2
34720,-0.325,4,16,20,40,2000,10.0,0.05,0.2
34725,-2.175,4,16,20,40,2000,10.0,0.05,0.2
34730,-5.95,3,16,20,40,2000,10.0,0.05,0.2
34735,-1.875,3,16,20,40,2000,10.0,0.05,0.2
34740,-2.8,4,16,20,40,2000,10.0,0.05,0.2
34745,-3.275,5,16,20,40,2000,10.0,0.05,0.2
34750,-1.625,4,16,20,40,2000,10.0,0.05,0.2
34755,-2.0,4,16,20,40,2000,10.0,0.05,0.2
34760,-1.325,2,16,20,40,2000,10.0,0.05,0.2
34765,-6.025,2,16,20,40,2000,10.0,0.05,0.2
34770,-0.7,4,16,20,40,2000,10.0,0.05,0.2
34775,-4.725,2,16,20,40,2000,10.0,0.05,0.2
34780,-0.675,2,16,20,40,2000,10.0,0.05,0.2
34785,0.425,3,16,20,40,2000,10.0,0.05,0.2
34790,-3.725,2,16,20,40,2000,10.0,0.05,0.2
34795,-2.05,3,16,20,40,2000,10.0,0.05,0.2
34800,-2.875,3,16,20,40,2000,10.0,0.05,0.2
34805,-1.15,2,16,20,40,2000,10.0,0.05,0.2
34810,-3.575,2,16,20,40,2000,10.0,0.05,0.2
34815,0.45,3,16,20,40,2000,10.0,0.05,0.2
34820,-0.55,4,16,20,40,2000,10.0,0.05,0.2
34825,-0.825,2,16,20,40,2000,10.0,0.05,0.2
34830,-1.875,2,16,20,40,2000,10.0,0.05,0.2
34835,-0.55,2,16,20,40,2000,10.0,0.05,0.2
34840,-0.475,3,16,20,40,2000,10.0,0.05,0.2
34845,-2.175,3,16,20,40,2000,10.0,0.05,0.2
34850,-1.925,2,16,20,40,2000,10.0,0.05,0.2
34855,-2.825,4,16,20,40,2000,10.0,0.05,0.2
34860,-0.625,2,16,20,40,2000,10.0,0.05,0.2
34865,-0.45,2,16,20,40,2000,10.0,0.05,0.2
34870,-3.125,1,16,20,40,2000,10.0,0.05,0.2
34875,-1.125,2,16,20,40,2000,10.0,0.05,0.2
34880,-0.275,3,16,20,40,2000,10.0,0.05,0.2
34885,0.225,3,16,20,40,2000,10.0,0.05,0.2
34890,-4.1,2,16,20,40,2000,10.0,0.05,0.2
34895,-0.25,3,16,20,40,2000,10.0,0.05,0.2
34900,-5.8,2,16,20,40,2000,10.0,0.05,0.2
34905,-2.05,2,16,20,40,2000,10.0,0.05,0.2
34910,-1.4,3,16,20,40,2000,10.0,0.05,0.2
34915,-2.825,2,16,20,40,2000,10.0,0.05,0.2
34920,-1.05,4,16,20,40,2000,10.0,0.05,0.2
34925,-4.675,5,16,20,40,2000,10.0,0.05,0.2
34930,0.675,2,16,20,40,2000,10.0,0.05,0.2
34935,0.3,2,16,20,40,2000,10.0,0.05,0.2
34940,-1.9,2,16,20,40,2000,10.0,0.05,0.2
34945,-1.875,3,16,20,40,2000,10.0,0.05,0.2
34950,-1.525,3,16,20,40,2000,10.0,0.05,0.2
34955,-4.475,2,16,20,40,2000,10.0,0.05,0.2
34960,0.225,5,16,20,40,2000,10.0,0.05,0.2
34965,-6.0,2,16,20,40,2000,10.0,0.05,0.2
34970,-0.275,1,16,20,40,2000,10.0,0.05,0.2
34975,0.025,2,16,20,40,2000,10.0,0.05,0.2
34980,-4.875,1,16,20,40,2000,10.0,0.05,0.2
34985,-1.2,2,16,20,40,2000,10.0,0.05,0.2
34990,-0.65,2,16,20,40,2000,10.0,0.05,0.2
34995,-6.125,2,16,20,40,2000,10.0,0.05,0.2
35000,-2.775,3,16,20,40,2000,10.0,0.05,0.2
35005,-0.075,2,16,20,40,2000,10.0,0.05,0.2
35010,-4.025,4,16,20,40,2000,10.0,0.05,0.2
35015,-4.325,3,16,20,40,2000,10.0,0.05,0.2
35020,-5.4,3,16,20,40,2000,10.0,0.05,0.2
35025,-2.675,4,16,20,40,2000,10.0,0.05,0.2
35030,-3.55,2,16,20,40,2000,10.0,0.05,0.2
35035,-4.15,1,16,20,40,2000,10.0,0.05,0.2
35040,-1.4,2,16,20,40,2000,10.0,0.05,0.2
35045,-3.975,3,16,20,40,2000,10.0,0.05,0.2
35050,-1.225,2,16,20,40,2000,10.0,0.05,0.2
35055,-2.075,3,16,20,40,2000,10.0,0.05,0.2
35060,-2.275,1,16,20,40,2000,10.0,0.05,0.2
35065,-0.95,3,16,20,40,2000,10.0,0.05,0.2
35070,-0.7,2,16,20,40,2000,10.0,0.05,0.2
35075,-0.825,1,16,20,40,2000,10.0,0.05,0.2
35080,-3.625,4,16,20,40,2000,10.0,0.05,0.2
35085,1.475,4,16,20,40,2000,10.0,0.05,0.2
35090,-1.5,3,16,20,40,2000,10.0,0.05,0.2
35095,-0.975,4,16,20,40,2000,10.0,0.05,0.2
35100,-2.1,3,16,20,40,2000,10.0,0.05,0.2
35105,-3.95,4,16,20,40,2000,10.0,0.05,0.2
35110,-2.9,4,16,20,40,2000,10.0,0.05,0.2
35115,-3.075,4,16,20,40,2000,10.0,0.05,0.2
35120,1.125,4,16,20,40,2000,10.0,0.05,0.2
35125,-5.45,3,16,20,40,2000,10.0,0.05,0.2
35130,0.625,4,16,20,40,2000,10.0,0.05,0.2
35135,-2.675,4,16,20,40,2000,10.0,0.05,0.2
35140,-3.45,3,16,20,40,2000,10.0,0.05,0.2
35145,-1.7,2,16,20,40,2000,10.0,0.05,0.2
35150,-2.375,2,16,20,40,2000,10.0,0.05,0.2
35155,-3.125,1,16,20,40,2000,10.0,0.05,0.2
35160,-1.025,2,16,20,40,2000,10.0,0.05,0.2
35165,-4.875,3,16,20,40,2000,10.0,0.05,0.2
35170,-5.025,2,16,20,40,2000,10.0,0.05,0.2
35175,-2.85,2,16,20,40,2000,10.0,0.05,0.2
35180,-4.5,2,16,20,40,2000,10.0,0.05,0.2
35185,-2.25,3,16,20,40,2000,10.0,0.05,0.2
35190,-2.575,2,16,20,40,2000,10.0,0.05,0.2
35195,-1.275,3,16,20,40,2000,10.0,0.05,0.2
35200,-0.15,3,16,20,40,2000,10.0,0.05,0.2
35205,-5.1,3,16,20,40,2000,10.0,0.05,0.2
35210,-2.425,3,16,20,40,2000,10.0,0.05,0.2
35215,-1.275,2,16,20,40,2000,10.0,0.05,0.2
35220,-0.95,3,16,20,40,2000,10.0,0.05,0.2
35225,-1.175,2,16,20,40,2000,10.0,0.05,0.2
35230,-0.25,4,16,20,40,2000,10.0,0.05,0.2
35235,-2.35,2,16,20,40,2000,10.0,0.05,0.2
35240,-1.575,2,16,20,40,2000,10.0,0.05,0.2
35245,-2.375,2,16,20,40,2000,10.0,0.05,0.2
35250,-2.225,4,16,20,40,2000,10.0,0.05,0.2
35255,0.125,4,16,20,40,2000,10.0,0.05,0.2
35260,0.575,3,16,20,40,2000,10.0,0.05,0.2
35265,-0.9,2,16,20,40,2000,10.0,0.05,0.2
35270,-0.85,3,16,20,40,2000,10.0,0.05,0.2
35275,-6.175,2,16,20,40,2000,10.0,0.05,0.2
35280,-0.475,2,16,20,40,2000,10.0,0.05,0.2
35285,-3.25,2,16,20,40,2000,10.0,0.05,0.2
35290,-1.35,2,16,20,40,2000,10.0,0.05,0.2
35295,-0.6,2,16,20,40,2000,10.0,0.05,0.2
35300,-2.775,2,16,20,40,2000,10.0,0.05,0.2
35305,-0.6,4,16,20,40,2000,10.0,0.05,0.2
35310,-1.125,4,16,20,40,2000,10.0,0.05,0.2
35315,-2.375,2,16,20,40,2000,10.0,0.05,0.2
35320,-6.275,4,16,20,40,2000,10.0,0.05,0.2
35325,-2.9,5,16,20,40,2000,10.0,0.05,0.2
35330,-0.2,5,16,20,40,2000,10.0,0.05,0.2
35335,-1.25,3,16,20,40,2000,10.0,0.05,0.2
35340,-1.25,2,16,20,40,2000,10.0,0.05,0.2
35345,-1.3,2,16,20,40,2000,10.0,0.05,0.2
35350,-2.8,2,16,20,40,2000,10.0,0.05,0.2
35355,-6.425,4,16,20,40,2000,10.0,0.05,0.2
35360,-3.7,4,16,20,40,2000,10.0,0.05,0.2
35365,-1.2,2,16,20,40,2000,10.0,0.05,0.2
35370,0.175,3,16,20,40,2000,10.0,0.05,0.2
35375,-4.0,4,16,20,40,2000,10.0,0.05,0.2
35380,-0.725,2,16,20,40,2000,10.0,0.05,0.2
35385,-3.35,2,16,20,40,2000,10.0,0.05,0.2
35390,-2.1,2,16,20,40,2000,10.0,0.05,0.2
35395,-2.3,1,16,20,40,2000,10.0,0.05,0.2
35400,-2.425,3,16,20,40,2000,10.0,0.05,0.2
35405,-4.1,3,16,20,40,2000,10.0,0.05,0.2
35410,-3.45,1,16,20,40,2000,10.0,0.05,0.2
35415,-2.3,3,16,20,40,2000,10.0,0.05,0.2
35420,-0.525,2,16,20,40,2000,10.0,0.05,0.2
35425,-3.9,2,16,20,40,2000,10.0,0.05,0.2
35430,-0.825,4,16,20,40,2000,10.0,0.05,0.2
35435,-2.725,2,16,20,40,2000,10.0,0.05,0.2
35440,-0.35,3,16,20,40,2000,10.0,0.05,0.2
35445,0.6,2,16,20,40,2000,10.0,0.05,0.2
35450,-3.6,4,16,20,40,2000,10.0,0.05,0.2
35455,-1.7,3,16,20,40,2000,10.0,0.05,0.2
35460,-1.8,2,16,20,40,2000,10.0,0.05,0.2
35465,1.5,4,16,20,40,2000,10.0,0.05,0.2
35470,-4.125,1,16,20,40,2000,10.0,0.05,0.2
35475,-4.675,1,16,20,40,2000,10.0,0.05,0.2
35480,0.725,2,16,20,40,2000,10.0,0.05,0.2
35485,-3.15,3,16,20,40,2000,10.0,0.05,0.2
35490,-2.875,4,16,20,40,2000,10.0,0.05,0.2
35495,0.025,2,16,20,40,2000,10.0,0.05,0.2
35500,-2.275,2,16,20,40,2000,10.0,0.05,0.2
35505,-0.475,3,16,20,40,2000,10.0,0.05,0.2
35510,-1.5,3,16,20,40,2000,10.0,0.05,0.2
35515,-0.325,2,16,20,40,2000,10.0,0.05,0.2
35520,-6.375,4,16,20,40,2000,10.0,0.05,0.2
35525,-0.5,3,16,20,40,2000,10.0,0.05,0.2
35530,-2.45,3,16,20,40,2000,10.0,0.05,0.2
35535,0.475,3,16,20,40,2000,10.0,0.05,0.2
35540,-4.55,3,16,20,40,2000,10.0,0.05,0.2
35545,-1.65,2,16,20,40,2000,10.0,0.05,0.2
35550,-2.475,3,16,20,40,2000,10.0,0.05,0.2
35555,-1.625,2,16,20,40,2000,10.0,0.05,0.2
35560,-2.875,2,16,20,40,2000,10.0,0.05,0.2
35565,0.825,2,16,20,40,2000,10.0,0.05,0.2
35570,-3.55,1,16,20,40,2000,10.0,0.05,0.2
35575,-3.625,2,16,20,40,2000,10.0,0.05,0.2
35580,0.1,2,16,20,40,2000,10.0,0.05,0.2
35585,-5.15,2,16,20,40,2000,10.0,0.05,0.2
35590,-0.3,4,16,20,40,2000,10.0,0.05,0.2
35595,-3.95,3,16,20,40,2000,10.0,0.05,0.2
35600,-1.375,1,16,20,40,2000,10.0,0.05,0.2
35605,-3.725,1,16,20,40,2000,10.0,0.05,0.2
35610,-3.525,4,16,20,40,2000,10.0,0.05,0.2
35615,-3.575,2,16,20,40,2000,10.0,0.05,0.2
35620,-3.3,4,16,20,40,2000,10.0,0.05,0.2
35625,0.725,5,16,20,40,2000,10.0,0.05,0.2
35630,-1.725,3,16,20,40,2000,10.0,0.05,0.2
35635,-0.975,3,16,20,40,2000,10.0,0.05,0.2
35640,0.8,5,16,20,40,2000,10.0,0.05,0.2
35645,0.075,4,16,20,40,2000,10.0,0.05,0.2
35650,-0.75,4,16,20,40,2000,10.0,0.05,0.2
35655,-4.975,1,16,20,40,2000,10.0,0.05,0.2
35660,-5.075,1,16,20,40,2000,10.0,0.05,0.2
35665,-4.7,4,16,20,40,2000,10.0,0.05,0.2
35670,-1.55,1,16,20,40,2000,10.0,0.05,0.2
35675,0.0,3,16,20,40,2000,10.0,0.05,0.2
35680,-1.25,3,16,20,40,2000,10.0,0.05,0.2
35685,-0.375,3,16,20,40,2000,10.0,0.05,0.2
35690,0.575,3,16,20,40,2000,10.0,0.05,0.2
35695,-4.1,2,16,20,40,2000,10.0,0.05,0.2
35700,-5.775,3,16,20,40,2000,10.0,0.05,0.2
35705,-2.05,2,16,20,40,2000,10.0,0.05,0.2
35710,0.4,3,16,20,40,2000,10.0,0.05,0.2
35715,-4.075,1,16,20,40,2000,10.0,0.05,0.2
35720,-2.65,2,16,20,40,2000,10.0,0.05,0.2
35725,-2.6,4,16,20,40,2000,10.0,0.05,0.2
35730,-0.225,4,16,20,40,2000,10.0,0.05,0.2
35735,0.825,5,16,20,40,2000,10.0,0.05,0.2
35740,-0.825,2,16,20,40,2000,10.0,0.05,0.2
35745,-0.375,3,16,20,40,2000,10.0,0.05,0.2
35750,-4.45,2,16,20,40,2000,10.0,0.05,0.2
35755,-1.95,2,16,20,40,2000,10.0,0.05,0.2
35760,-4.3,3,16,20,40,2000,10.0,0.05,0.2
35765,-2.35,1,16,20,40,2000,10.0,0.05,0.2
35770,-1.525,2,16,20,40,2000,10.0,0.05,0.2
35775,0.95,3,16,20,40,2000,10.0,0.05,0.2
35780,-1.675,2,16,20,40,2000,10.0,0.05,0.2
35785,-0.075,2,16,20,40,2000,10.0,0.05,0.2
35790,-1.15,3,16,20,40,2000,10.0,0.05,0.2
35795,-2.975,3,16,20,40,2000,10.0,0.05,0.2
35800,-2.575,3,16,20,40,2000,10.0,0.05,0.2
35805,-1.95,5,16,20,40,2000,10.0,0.05,0.2
35810,-1.975,4,16,20,40,2000,10.0,0.05,0.2
35815,0.35,4,16,20,40,2000,10.0,0.05,0.2
35820,-1.25,2,16,20,40,2000,10.0,0.05,0.2
35825,-7.25,1,16,20,40,2000,10.0,0.05,0.2
35830,0.55,2,16,20,40,2000,10.0,0.05,0.2
35835,-5.45,2,16,20,40,2000,10.0,0.05,0.2
35840,-1.65,2,16,20,40,2000,10.0,0.05,0.2
35845,-0.1,4,16,20,40,2000,10.0,0.05,0.2
35850,-3.6,2,16,20,40,2000,10.0,0.05,0.2
35855,-2.5,3,16,20,40,2000,10.0,0.05,0.2
35860,-0.275,3,16,20,40,2000,10.0,0.05,0.2
35865,-0.65,4,16,20,40,2000,10.0,0.05,0.2
35870,-1.175,3,16,20,40,2000,10.0,0.05,0.2
35875,-2.275,4,16,20,40,2000,10.0,0.05,0.2
35880,-0.8,5,16,20,40,2000,10.0,0.05,0.2
35885,-0.825,1,16,20,40,2000,10.0,0.05,0.2
35890,-3.525,4,16,20,40,2000,10.0,0.05,0.2
35895,-7.95,1,16,20,40,2000,10.0,0.05,0.2
35900,-4.0,2,16,20,40,2000,10.0,0.05,0.2
35905,-1.6,1,16,20,40,2000,10.0,0.05,0.2
35910,-2.725,4,16,20,40,2000,10.0,0.05,0.2
35915,-0.55,4,16,20,40,2000,10.0,0.05,0.2
35920,-3.0,3,16,20,40,2000,10.0,0.05,0.2
35925,-0.825,2,16,20,40,2000,10.0,0.05,0.2
35930,-2.775,2,16,20,40,2000,10.0,0.05,0.2
35935,-2.125,3,16,20,40,2000,10.0,0.05,0.2
35940,-3.85,3,16,20,40,2000,10.0,0.05,0.2
35945,-2.3,4,16,20,40,2000,10.0,0.05,0.2
35950,-0.525,3,16,20,40,2000,10.0,0.05,0.2
35955,-2.425,3,16,20,40,2000,10.0,0.05,0.2
35960,-4.85,4,16,20,40,2000,10.0,0.05,0.2
35965,-1.875,3,16,20,40,2000,10.0,0.05,0.2
35970,-2.425,2,16,20,40,2000,10.0,0.05,0.2
35975,-3.525,2,16,20,40,2000,10.0,0.05,0.2
35980,-3.95,3,16,20,40,2000,10.0,0.05,0.2
35985,-2.3,1,16,20,40,2000,10.0,0.05,0.2
35990,-4.6,1,16,20,40,2000,10.0,0.05,0.2
35995,-3.075,2,16,20,40,2000,10.0,0.05,0.2
36000,-2.75,2,16,20,40,2000,10.0,0.05,0.2
36005,-3.175,3,16,20,40,2000,10.0,0.05,0.2
36010,-2.35,5,16,20,40,2000,10.0,0.05,0.2
36015,-3.325,3,16,20,40,2000,10.0,0.05,0.2
36020,-2.9,2,16,20,40,2000,10.0,0.05,0.2
36025,-1.95,4,16,20,40,2000,10.0,0.05,0.2
36030,-5.475,2,16,20,40,2000,10.0,0.05,0.2
36035,-0.975,4,16,20,40,2000,10.0,0.05,0.2
36040,-2.1,5,16,20,40,2000,10.0,0.05,0.2
36045,-1.075,3,16,20,40,2000,10.0,0.05,0.2
36050,-2.725,2,16,20,40,2000,10.0,0.05,0.2
36055,-2.85,3,16,20,40,2000,10.0,0.05,0.2
36060,-2.25,2,16,20,40,2000,10.0,0.05,0.2
36065,-1.2,2,16,20,40,2000,10.0,0.05,0.2
36070,-4.025,2,16,20,40,2000,10.0,0.05,0.2
36075,-1.65,3,16,20,40,2000,10.0,0.05,0.2
36080,-0.725,2,16,20,40,2000,10.0,0.05,0.2
36085,-1.25,2,16,20,40,2000,10.0,0.05,0.2
36090,-0.925,3,16,20,40,2000,10.0,0.05,0.2
36095,-0.575,3,16,20,40,2000,10.0,0.05,0.2
36100,-1.075,1,16,20,40,2000,10.0,0.05,0.2
36105,-6.225,2,16,20,40,2000,10.0,0.05,0.2
36110,-4.075,3,16,20,40,2000,10.0,0.05,0.2
36115,-4.25,2,16,20,40,2000,10.0,0.05,0.2
36120,0.075,2,16,20,40,2000,10.0,0.05,0.2
36125,-0.65,4,16,20,40,2000,10.0,0.05,0.2
36130,-2.1,2,16,20,40,2000,10.0,0.05,0.2
36135,-2.5,3,16,20,40,2000,10.0,0.05,0.2
36140,0.325,3,16,20,40,2000,10.0,0.05,0.2
36145,-2.15,3,16,20,40,2000,10.0,0.05,0.2
36150,-0.05,3,16,20,40,2000,10.0,0.05,0.2
36155,-5.05,3,16,20,40,2000,10.0,0.05,0.2
36160,0.7,2,16,20,40,2000,10.0,0.05,0.2
36165,-3.675,2,16,20,40,2000,10.0,0.05,0.2
36170,-1.8,3,16,20,40,2000,10.0,0.05,0.2
36175,-0.025,3,16,20,40,2000,10.0,0.05,0.2
36180,2.325,6,16,20,40,2000,10.0,0.05,0.2
36185,0.375,4,16,20,40,2000,10.0,0.05,0.2
36190,-1.75,1,16,20,40,2000,10.0,0.05,0.2
36195,-2.25,2,16,20,40,2000,10.0,0.05,0.2
36200,-3.3,2,16,20,40,2000,10.0,0.05,0.2
36205,-1.65,2,16,20,40,2000,10.0,0.05,0.2
36210,-2.475,3,16,20,40,2000,10.0,0.05,0.2
36215,-3.625,2,16,20,40,2000,10.0,0.05,0.2
36220,-2.25,1,16,20,40,2000,10.0,0.05,0.2
36225,-1.325,2,16,20,40,2000,10.0,0.05,0.2
36230,-0.75,2,16,20,40,2000,10.0,0.05,0.2
36235,-2.05,1,16,20,40,2000,10.0,0.05,0.2
36240,0.05,3,16,20,40,2000,10.0,0.05,0.2
36245,-1.65,4,16,20,40,2000,10.0,0.05,0.2
36250,-0.675,3,16,20,40,2000,10.0,0.05,0.2
36255,-2.35,2,16,20,40,2000,10.0,0.05,0.2
36260,-3.2,2,16,20,40,2000,10.0,0.05,0.2
36265,-0.525,2,16,20,40,2000,10.0,0.05,0.2
36270,-1.925,3,16,20,40,2000,10.0,0.05,0.2
36275,-4.7,2,16,20,40,2000,10.0,0.05,0.2
36280,-4.575,2,16,20,40,2000,10.0,0.05,0.2
36285,-1.475,1,16,20,40,2000,10.0,0.05,0.2
36290,-3.125,1,16,20,40,2000,10.0,0.05,0.2
36295,-3.6,3,16,20,40,2000,10.0,0.05,0.2
36300,1.15,5,16,20,40,2000,10.0,0.05,0.2
36305,-3.5,2,16,20,40,2000,10.0,0.05,0.2
36310,-0.2,3,16,20,40,2000,10.0,0.05,0.2
36315,0.25,2,16,20,40,2000,10.0,0.05,0.2
36320,-1.25,2,16,20,40,2000,10.0,0.05,0.2
36325,-0.875,2,16,20,40,2000,10.0,0.05,0.2
36330,-2.95,2,16,20,40,2000,10.0,0.05,0.2
36335,-4.225,2,16,20,40,2000,10.0,0.05,0.2
36340,-2.7,4,16,20,40,2000,10.0,0.05,0.2
36345,-0.425,3,16,20,40,2000,10.0,0.05,0.2
36350,-0.1,2,16,20,40,2000,10.0,0.05,0.2
36355,-0.6,1,16,20,40,2000,10.0,0.05,0.2
36360,-2.15,2,16,20,40,2000,10.0,0.05,0.2
36365,-3.85,2,16,20,40,2000,10.0,0.05,0.2
36370,-0.425,3,16,20,40,2000,10.0,0.05,0.2
36375,-2.05,3,16,20,40,2000,10.0,0.05,0.2
36380,0.275,2,16,20,40,2000,10.0,0.05,0.2
36385,0.35,2,16,20,40,2000,10.0,0.05,0.2
36390,-1.425,3,16,20,40,2000,10.0,0.05,0.2
36395,-4.75,3,16,20,40,2000,10.0,0.05,0.2
36400,-2.9,4,16,20,40,2000,10.0,0.05,0.2
36405,-2.4,2,16,20,40,2000,10.0,0.05,0.2
36410,-3.575,6,16,20,40,2000,10.0,0.05,0.2
36415,-3.675,4,16,20,40,2000,10.0,0.05,0.2
36420,1.125,3,16,20,40,2000,10.0,0.05,0.2
36425,-1.175,2,16,20,40,2000,10.0,0.05,0.2
36430,-1.5,5,16,20,40,2000,10.0,0.05,0.2
36435,-0.925,5,16,20,40,2000,10.0,0.05,0.2
36440,0.175,5,16,20,40,2000,10.0,0.05,0.2
36445,-3.7,5,16,20,40,2000,10.0,0.05,0.2
36450,-3.975,4,16,20,40,2000,10.0,0.05,0.2
36455,0.275,3,16,20,40,2000,10.0,0.05,0.2
36460,-1.95,4,16,20,40,2000,10.0,0.05,0.2
36465,-2.175,4,16,20,40,2000,10.0,0.05,0.2
36470,-2.025,4,16,20,40,2000,10.0,0.05,0.2
36475,-3.725,2,16,20,40,2000,10.0,0.05,0.2
36480,-5.25,1,16,20,40,2000,10.0,0.05,0.2
36485,-1.15,3,16,20,40,2000,10.0,0.05,0.2
36490,-3.775,2,16,20,40,2000,10.0,0.05,0.2
36495,-4.55,6,16,20,40,2000,10.0,0.05,0.2
36500,-4.15,1,16,20,40,2000,10.0,0.05,0.2
36505,-2.775,2,16,20,40,2000,10.0,0.05,0.2
36510,-3.375,3,16,20,40,2000,10.0,0.05,0.2
36515,-3.075,2,16,20,40,2000,10.0,0.05,0.2
36520,0.275,3,16,20,40,2000,10.0,0.05,0.2
36525,-2.275,4,16,20,40,2000,10.0,0.05,0.2
36530,-1.2,5,16,20,40,2000,10.0,0.05,0.2
36535,-2.325,3,16,20,40,2000,10.0,0.05,0.2
36540,-6.875,2,16,20,40,2000,10.0,0.05,0.2
36545,-2.425,3,16,20,40,2000,10.0,0.05,0.2
36550,-0.85,3,16,20,40,2000,10.0,0.05,0.2
36555,1.125,4,16,20,40,2000,10.0,0.05,0.2
36560,-0.85,5,16,20,40,2000,10.0,0.05,0.2
36565,-2.95,2,16,20,40,2000,10.0,0.05,0.2
36570,-6.75,2,16,20,40,2000,10.0,0.05,0.2
36575,-2.075,3,16,20,40,2000,10.0,0.05,0.2
36580,-1.675,3,16,20,40,2000,10.0,0.05,0.2
36585,-1.775,5,16,20,40,2000,10.0,0.05,0.2
36590,-5.725,1,16,20,40,2000,10.0,0.05,0.2
36595,-2.8,4,16,20,40,2000,10.0,0.05,0.2
36600,-0.325,2,16,20,40,2000,10.0,0.05,0.2
36605,0.35,4,16,20,40,2000,10.0,0.05,0.2
36610,-0.225,2,16,20,40,2000,10.0,0.05,0.2
36615,-1.625,3,16,20,40,2000,10.0,0.05,0.2
36620,-1.175,2,16,20,40,2000,10.0,0.05,0.2
36625,-0.2,3,16,20,40,2000,10.0,0.05,0.2
36630,-7.325,5,16,20,40,2000,10.0,0.05,0.2
36635,-2.55,5,16,20,40,2000,10.0,0.05,0.2
36640,-3.075,3,16,20,40,2000,10.0,0.05,0.2
36645,-0.225,4,16,20,40,2000,10.0,0.05,0.2
36650,-3.95,2,16,20,40,2000,10.0,0.05,0.2
36655,-1.7,4,16,20,40,2000,10.0,0.05,0.2
36660,0.8,4,16,20,40,2000,10.0,0.05,0.2
36665,-1.35,3,16,20,40,2000,10.0,0.05,0.2
36670,-2.175,3,16,20,40,2000,10.0,0.05,0.2
36675,0.2,3,16,20,40,2000,10.0,0.05,0.2
36680,-2.65,2,16,20,40,2000,10.0,0.05,0.2
36685,-1.75,3,16,20,40,2000,10.0,0.05,0.2
36690,0.1,2,16,20,40,2000,10.0,0.05,0.2
36695,-1.85,2,16,20,40,2000,10.0,0.05,0.2
36700,-1.45,2,16,20,40,2000,10.0,0.05,0.2
36705,-5.65,1,16,20,40,2000,10.0,0.05,0.2
36710,-2.525,2,16,20,40,2000,10.0,0.05,0.2
36715,-2.6,3,16,20,40,2000,10.0,0.05,0.2
36720,-0.8,2,16,20,40,2000,10.0,0.05,0.2
36725,-1.25,2,16,20,40,2000,10.0,0.05,0.2
36730,0.0,3,16,20,40,2000,10.0,0.05,0.2
36735,1.475,4,16,20,40,2000,10.0,0.05,0.2
36740,1.025,3,16,20,40,2000,10.0,0.05,0.2
36745,0.05,3,16,20,40,2000,10.0,0.05,0.2
36750,-2.6,3,16,20,40,2000,10.0,0.05,0.2
36755,-1.45,3,16,20,40,2000,10.0,0.05,0.2
36760,-2.25,4,16,20,40,2000,10.0,0.05,0.2
36765,-1.925,2,16,20,40,2000,10.0,0.05,0.2
36770,-0.25,3,16,20,40,2000,10.0,0.05,0.2
36775,-3.375,3,16,20,40,2000,10.0,0.05,0.2
36780,-1.725,4,16,20,40,2000,10.0,0.05,0.2
36785,-2.0,6,16,20,40,2000,10.0,0.05,0.2
36790,-1.7,2,16,20,40,2000,10.0,0.05,0.2
36795,-4.8,3,16,20,40,2000,10.0,0.05,0.2
36800,-4.425,4,16,20,40,2000,10.0,0.05,0.2
36805,-1.325,3,16,20,40,2000,10.0,0.05,0.2
36810,-2.825,4,16,20,40,2000,10.0,0.05,0.2
36815,-0.5,4,16,20,40,2000,10.0,0.05,0.2
36820,-3.85,4,16,20,40,2000,10.0,0.05,0.2
36825,-5.225,1,16,20,40,2000,10.0,0.05,0.2
36830,-3.025,1,16,20,40,2000,10.0,0.05,0.2
36835,-2.025,4,16,20,40,2000,10.0,0.05,0.2
36840,-1.75,2,16,20,40,2000,10.0,0.05,0.2
36845,-4.7,2,16,20,40,2000,10.0,0.05,0.2
36850,-1.95,2,16,20,40,2000,10.0,0.05,0.2
36855,-1.5,2,16,20,40,2000,10.0,0.05,0.2
36860,-4.55,2,16,20,40,2000,10.0,0.05,0.2
36865,-5.125,3,16,20,40,2000,10.0,0.05,0.2
36870,-1.8,3,16,20,40,2000,10.0,0.05,0.2
36875,-0.475,3,16,20,40,2000,10.0,0.05,0.2
36880,-4.45,2,16,20,40,2000,10.0,0.05,0.2
36885,-2.15,2,16,20,40,2000,10.0,0.05,0.2
36890,-1.725,2,16,20,40,2000,10.0,0.05,0.2
36895,-2.975,3,16,20,40,2000,10.0,0.05,0.2
36900,-4.45,1,16,20,40,2000,10.0,0.05,0.2
36905,-3.125,3,16,20,40,2000,10.0,0.05,0.2
36910,-4.375,1,16,20,40,2000,10.0,0.05,0.2
36915,-1.55,3,16,20,40,2000,10.0,0.05,0.2
36920,-1.0,2,16,20,40,2000,10.0,0.05,0.2
36925,-7.75,3,16,20,40,2000,10.0,0.05,0.2
36930,-5.825,1,16,20,40,2000,10.0,0.05,0.2
36935,-3.8,2,16,20,40,2000,10.0,0.05,0.2
36940,-3.625,2,16,20,40,2000,10.0,0.05,0.2
36945,-3.675,2,16,20,40,2000,10.0,0.05,0.2
36950,-3.15,4,16,20,40,2000,10.0,0.05,0.2
36955,-1.95,2,16,20,40,2000,10.0,0.05,0.2
