Generation,Current Average,Current High,Size,TurnLim,Mutations,newseedfreq,Inequity,oldvsnew,percChild
5,-1.175,2,6,10,80,2000,10,0.05,0.2
10,-2.825,3,6,10,80,2000,10,0.05,0.2
15,-0.5,2,6,10,80,2000,10,0.05,0.2
20,-4.725,2,6,10,80,2000,10,0.05,0.2
25,-6.15,1,6,10,80,2000,10,0.05,0.2
30,-2.925,1,6,10,80,2000,10,0.05,0.2
35,-3.275,2,6,10,80,2000,10,0.05,0.2
40,-5.1,3,6,10,80,2000,10,0.05,0.2
45,-3.675,2,6,10,80,2000,1,0.05,0.2
50,-9.275,1,6,10,80,2000,1,0.05,0.2
55,-2.175,3,6,10,80,2000,1,0.05,0.2
60,-6.6,2,6,10,80,2000,1,0.05,0.2
65,-4.575,2,6,10,80,2000,1,0.05,0.2
70,-6.15,1,6,10,80,2000,1,0.05,0.2
75,-6.95,2,6,10,80,2000,1,0.05,0.2
80,-8.225,1,6,10,80,2000,1,0.05,0.2
85,-4.075,3,6,10,80,2000,1,0.05,0.2
90,-6.725,1,6,10,80,2000,1,0.05,0.2
95,-5.2,3,6,10,80,2000,1,0.05,0.2
100,-1.65,3,6,10,80,2000,1,0.05,0.2
105,-2.125,3,6,10,80,2000,1,0.05,0.2
110,-3.85,3,6,10,80,2000,1,0.05,0.2
115,-2.575,2,6,10,80,2000,1,0.05,0.2
120,-4.625,1,6,10,80,2000,1,0.05,0.2
125,-1.95,3,6,10,80,2000,1,0.05,0.2
130,-3.05,2,6,10,80,2000,1,0.05,0.2
135,-4.175,2,6,10,80,2000,1,0.05,0.2
140,-2.975,2,6,10,80,2000,1,0.05,0.2
145,-1.9,2,6,10,80,2000,1,0.05,0.2
150,-5.45,2,6,10,80,2000,1,0.05,0.2
155,-4.025,1,6,10,80,2000,1,0.05,0.2
160,-7.8,1,6,10,80,2000,1,0.05,0.2
165,-5.375,2,6,10,80,2000,1,0.05,0.2
170,-5.95,1,6,10,80,2000,1,0.05,0.2
175,-4.4,2,6,10,80,2000,1,0.05,0.2
180,-4.65,3,6,10,80,2000,1,0.05,0.2
185,-7.75,2,6,10,80,2000,1,0.05,0.2
190,-5.925,3,6,10,80,2000,1,0.05,0.2
195,-2.8,3,6,10,80,2000,1,0.05,0.2
200,-3.7,3,6,10,80,2000,1,0.05,0.2
205,-6.425,1,6,10,80,2000,1,0.05,0.2
210,-4.725,3,6,10,80,2000,1,0.05,0.2
215,-7.625,2,6,10,80,2000,1,0.05,0.2
220,-5.5,2,6,10,80,2000,1,0.05,0.2
225,-8.225,1,6,10,80,2000,1,0.05,0.2
230,-6.575,1,6,10,80,2000,1,0.05,0.2
235,-5.4,2,6,10,80,2000,1,0.05,0.2
240,-6.3,2,6,10,80,2000,1,0.05,0.2
245,-6.3,2,6,10,80,2000,1,0.05,0.2
250,-5.6,3,6,10,80,2000,1,0.05,0.2
255,-5.875,3,6,10,80,2000,1,0.05,0.2
260,-6.925,2,6,10,80,2000,1,0.05,0.2
265,-5.975,1,6,10,80,2000,1,0.05,0.2
270,-5.675,1,6,10,80,2000,1,0.05,0.2
275,-6.05,1,6,10,80,2000,1,0.05,0.2
280,-4.575,1,6,10,80,2000,1,0.05,0.2
285,-2.95,2,6,10,80,2000,1,0.05,0.2
290,-4.2,4,6,10,80,2000,1,0.05,0.2
295,-0.375,1,6,10,80,2000,1,0.05,0.2
300,-5.825,1,6,10,80,2000,1,0.05,0.2
305,-4.5,2,6,10,80,2000,1,0.05,0.2
310,-0.725,5,6,10,80,2000,1,0.05,0.2
315,-6.5,2,6,10,80,2000,1,0.05,0.2
320,-2.625,2,6,10,80,2000,1,0.05,0.2
325,-4.05,1,6,10,80,2000,1,0.05,0.2
330,-7.45,1,6,10,80,2000,1,0.05,0.2
335,-3.125,2,6,10,80,2000,1,0.05,0.2
340,-2.1,2,6,10,80,2000,1,0.05,0.2
345,-3.575,2,6,10,80,2000,5,0.05,0.2
350,-4.575,1,6,10,80,2000,5,0.05,0.2
355,-4.5,1,6,10,80,2000,5,0.05,0.2
360,-2.45,3,6,10,80,2000,5,0.05,0.2
365,-3.95,1,6,10,80,2000,5,0.05,0.2
370,-1.475,3,6,10,80,2000,5,0.05,0.2
375,-4.825,4,6,10,80,2000,5,0.05,0.2
380,-2.6,4,6,10,80,2000,5,0.05,0.2
385,-6.575,2,6,10,80,2000,5,0.05,0.2
390,-1.825,3,6,10,80,2000,5,0.05,0.2
395,-2.2,2,6,10,80,2000,5,0.05,0.2
400,-4.1,2,6,10,80,2000,5,0.05,0.2
405,-7.275,3,6,10,80,2000,5,0.05,0.2
410,-5.475,2,6,10,80,2000,5,0.05,0.2
415,-2.525,2,6,10,80,2000,5,0.05,0.2
420,-0.125,2,6,10,80,2000,5,0.05,0.2
425,-5.075,2,6,10,80,2000,5,0.05,0.2
430,-4.15,2,6,10,80,2000,5,0.05,0.2
435,-7.025,2,6,10,80,2000,5,0.05,0.2
440,-5.375,2,6,10,80,2000,5,0.05,0.2
445,-4.4,3,6,10,80,2000,5,0.05,0.2
450,-3.325,2,6,10,80,2000,5,0.05,0.2
455,-2.5,3,6,10,80,2000,5,0.05,0.2
460,-2.375,2,6,10,80,2000,5,0.05,0.2
465,-6.375,2,6,10,80,2000,5,0.05,0.2
470,-2.4,2,6,10,80,2000,5,0.05,0.2
475,-3,2,6,10,80,2000,5,0.05,0.2
480,-1.175,2,6,10,80,2000,5,0.05,0.2
485,-2.925,2,6,10,80,2000,5,0.05,0.2
490,-3.975,2,6,10,80,2000,5,0.05,0.2
495,-3.2,1,6,10,80,2000,5,0.05,0.2
500,-2.1,3,6,10,80,2000,5,0.05,0.2
505,-5.725,2,6,10,80,2000,5,0.05,0.2
510,-1,2,6,10,80,2000,5,0.05,0.2
515,-1.85,3,6,10,80,2000,5,0.05,0.2
520,-3.1,3,6,10,80,2000,5,0.05,0.2
525,-4.125,1,6,10,80,2000,5,0.05,0.2
530,-5.15,3,6,10,80,2000,5,0.05,0.2
535,-1.75,2,6,10,80,2000,5,0.05,0.2
540,-6.9,2,6,10,80,2000,5,0.05,0.2
545,-2,2,6,10,80,2000,5,0.05,0.2
550,-6.875,1,6,10,80,2000,5,0.05,0.2
555,-1.825,2,6,10,80,2000,5,0.05,0.2
560,-5.55,3,6,10,80,2000,5,0.05,0.2
565,-3.15,2,6,10,80,2000,5,0.05,0.2
570,-4.9,1,6,10,80,2000,5,0.05,0.2
575,-5.975,2,6,10,80,2000,5,0.05,0.2
580,-2.375,3,6,10,80,2000,5,0.05,0.2
585,-6.475,1,6,10,80,2000,5,0.05,0.2
590,-2.475,1,6,10,80,2000,5,0.05,0.2
595,-6.35,2,6,10,80,2000,5,0.05,0.2
600,-2.6,1,6,10,80,2000,5,0.05,0.2
605,-6.55,2,6,10,80,2000,5,0.05,0.2
610,-4.2,2,6,10,80,2000,5,0.05,0.2
615,-3.2,2,6,10,80,2000,5,0.05,0.2
620,-6,1,6,10,80,2000,5,0.05,0.2
625,-2.275,3,6,10,80,2000,5,0.05,0.2
630,-4.625,2,6,10,80,2000,5,0.05,0.2
635,-7.95,2,6,10,80,2000,5,0.05,0.2
640,-5.325,2,6,10,80,2000,5,0.05,0.2
645,-5.625,2,6,10,80,2000,5,0.05,0.2
650,-1.225,3,6,10,80,2000,5,0.05,0.2
655,-5.7,1,6,10,80,2000,5,0.05,0.2
660,0.1,3,6,10,80,2000,5,0.05,0.2
665,-4.025,2,6,10,80,2000,5,0.05,0.2
670,-4.2,2,6,10,80,2000,5,0.05,0.2
675,-5.775,2,6,10,80,2000,5,0.05,0.2
680,-6.8,1,6,10,80,2000,5,0.05,0.2
685,-6.525,1,6,10,80,2000,5,0.05,0.2
690,-6.725,2,6,10,80,2000,5,0.05,0.2
695,-2.375,2,6,10,80,2000,5,0.05,0.2
700,-0.025,3,6,10,80,2000,5,0.05,0.2
705,-8.05,1,6,10,80,2000,5,0.05,0.2
710,-4.25,2,6,10,80,2000,5,0.05,0.2
715,-5.825,3,6,10,80,2000,5,0.05,0.2
720,-2.3,2,6,10,80,2000,5,0.05,0.2
725,-8.05,1,6,10,80,2000,5,0.05,0.2
730,-1.625,2,6,10,80,2000,5,0.05,0.2
735,-2.025,2,6,10,80,2000,5,0.05,0.2
740,-5.425,2,6,10,80,2000,5,0.05,0.2
745,-1.4,3,6,10,80,2000,5,0.05,0.2
750,-3.15,2,6,10,80,2000,5,0.05,0.2
755,-3.6,2,6,10,80,2000,5,0.05,0.2
760,-5.325,2,6,10,80,2000,5,0.05,0.2
765,-6.475,2,6,10,80,2000,5,0.05,0.2
770,-4,2,6,10,80,2000,5,0.05,0.2
775,-5.4,2,6,10,80,2000,5,0.05,0.2
780,-8.325,2,6,10,80,2000,5,0.05,0.2
785,-3.025,2,6,10,80,2000,5,0.05,0.2
790,-3.225,2,6,10,80,2000,5,0.05,0.2
795,-5.925,3,6,10,80,2000,5,0.05,0.2
800,-8.025,2,6,10,80,2000,5,0.05,0.2
805,-5.825,3,6,10,80,2000,5,0.05,0.2
810,-3.45,5,6,10,80,2000,5,0.05,0.2
815,-1.925,3,6,10,80,2000,5,0.05,0.2
820,-0.85,3,6,10,80,2000,5,0.05,0.2
825,-4.925,3,6,10,80,2000,5,0.05,0.2
830,-7.775,1,6,10,80,2000,5,0.05,0.2
835,-5.725,1,6,10,80,2000,5,0.05,0.2
840,-2.15,4,6,10,80,2000,5,0.05,0.2
845,-4.625,3,6,10,80,2000,5,0.05,0.2
850,-5.375,2,6,10,80,2000,5,0.05,0.2
855,-8,1,6,10,80,2000,5,0.05,0.2
860,-5.675,1,6,10,80,2000,5,0.05,0.2
865,-6.325,1,6,10,80,2000,5,0.05,0.2
870,-4.2,2,6,10,80,2000,5,0.05,0.2
875,-5.45,2,6,10,80,2000,5,0.05,0.2
880,-4,2,6,10,80,2000,5,0.05,0.2
885,-6.1,3,6,10,80,2000,5,0.05,0.2
890,-7.1,2,6,10,80,2000,5,0.05,0.2
895,-3.975,3,6,10,80,2000,5,0.05,0.2
900,-5.15,2,6,10,80,2000,5,0.05,0.2
905,-8.15,3,6,10,80,2000,5,0.05,0.2
910,-5.225,1,6,10,80,2000,5,0.05,0.2
915,-1.225,3,6,10,80,2000,5,0.05,0.2
920,-5.875,2,6,10,80,2000,5,0.05,0.2
925,-3.85,3,6,10,80,2000,5,0.05,0.2
930,-3.3,3,6,10,80,2000,5,0.05,0.2
935,-2.95,3,6,10,80,2000,5,0.05,0.2
940,-4.475,1,6,10,80,2000,5,0.05,0.2
945,-1.525,2,6,10,80,2000,5,0.05,0.2
950,-6.9,1,6,10,80,2000,5,0.05,0.2
955,-0.45,2,6,10,80,2000,5,0.05,0.2
960,-7.25,2,6,10,80,2000,5,0.05,0.2
965,-3.6,1,6,10,80,2000,5,0.05,0.2
970,-3.85,1,6,10,80,2000,5,0.05,0.2
975,-4.8,4,6,10,80,2000,5,0.05,0.2
980,-4,3,6,10,80,2000,5,0.05,0.2
985,-3.65,1,6,10,80,2000,5,0.05,0.2
990,-3.825,2,6,10,80,2000,5,0.05,0.2
995,-5.5,2,6,10,80,2000,5,0.05,0.2
1000,-6.875,1,6,10,80,2000,5,0.05,0.2
1005,-3.4,2,6,10,80,2000,5,0.05,0.2
1010,-4.95,2,6,10,80,2000,5,0.05,0.2
1015,-5.625,2,6,10,80,2000,5,0.05,0.2
1020,-5.35,2,6,10,80,2000,5,0.05,0.2
1025,-7.8,2,6,10,80,2000,5,0.05,0.2
1030,-4.875,1,6,10,80,2000,5,0.05,0.2
1035,-2.325,2,6,10,80,2000,5,0.05,0.2
1040,-4.525,2,6,10,80,2000,5,0.05,0.2
1045,-3.6,2,6,10,80,2000,5,0.05,0.2
1050,-7.125,2,6,10,80,2000,5,0.05,0.2
1055,-4.425,2,6,10,80,2000,5,0.05,0.2
1060,-4.5,1,6,10,80,2000,5,0.05,0.2
1065,-6.25,2,6,10,80,2000,5,0.05,0.2
1070,-5.8,2,6,10,80,2000,5,0.05,0.2
1075,-3.725,3,6,10,80,2000,5,0.05,0.2
1080,-2.825,1,6,10,80,2000,5,0.05,0.2
1085,-1.2,3,6,10,80,2000,5,0.05,0.2
1090,-2.8,1,6,10,80,2000,5,0.05,0.2
1095,-3.4,2,6,10,80,2000,5,0.05,0.2
1100,-1.7,1,6,10,80,2000,5,0.05,0.2
1105,-0.425,1,6,10,80,2000,5,0.05,0.2
1110,-2.825,4,6,10,80,2000,5,0.05,0.2
1115,-4.675,2,6,10,80,2000,5,0.05,0.2
1120,-2.15,2,6,10,80,2000,5,0.05,0.2
1125,-2.725,2,6,10,80,2000,5,0.05,0.2
1130,-6.5,2,6,10,80,2000,5,0.05,0.2
1135,-6.525,1,6,10,80,2000,5,0.05,0.2
1140,-4.975,1,6,10,80,2000,5,0.05,0.2
1145,-1.85,3,6,10,80,2000,5,0.05,0.2
1150,-6.525,2,6,10,80,2000,5,0.05,0.2
1155,-5.65,2,6,10,80,2000,5,0.05,0.2
1160,-4.6,3,6,10,80,2000,5,0.05,0.2
1165,-4.25,2,6,10,80,2000,5,0.05,0.2
1170,-5.35,1,6,10,80,2000,5,0.05,0.2
1175,-4.05,3,6,10,80,2000,5,0.05,0.2
1180,-3.2,2,6,10,80,2000,5,0.05,0.2
1185,-5.8,3,6,10,80,2000,5,0.05,0.2
1190,-3.85,4,6,10,80,2000,5,0.05,0.2
1195,-0.9,2,6,10,80,2000,5,0.05,0.2
1200,-6.725,2,6,10,80,2000,5,0.05,0.2
1205,-7.925,2,6,10,80,2000,5,0.05,0.2
1210,-5.525,3,6,10,80,2000,5,0.05,0.2
1215,-4.25,4,6,10,80,2000,5,0.05,0.2
1220,-4.85,2,6,10,80,2000,5,0.05,0.2
1225,-1.85,3,6,10,80,2000,5,0.05,0.2
1230,-4,1,6,10,80,2000,5,0.05,0.2
1235,-5.45,2,6,10,80,2000,5,0.05,0.2
1240,-4.15,3,6,10,80,2000,5,0.05,0.2
1245,-6.2,2,6,10,80,2000,5,0.05,0.2
1250,-5.025,2,6,10,80,2000,5,0.05,0.2
1255,-5.5,1,6,10,80,2000,5,0.05,0.2
1260,-1.975,4,6,10,80,2000,5,0.05,0.2
1265,-3.575,4,6,10,80,2000,5,0.05,0.2
1270,-4.9,2,6,10,80,2000,5,0.05,0.2
1275,-4.175,1,6,10,80,2000,5,0.05,0.2
1280,-5.85,2,6,10,80,2000,5,0.05,0.2
1285,-5.3,3,6,10,80,2000,5,0.05,0.2
1290,-3.175,4,6,10,80,2000,5,0.05,0.2
1295,-7.65,1,6,10,80,2000,5,0.05,0.2
1300,-2.075,1,6,10,80,2000,5,0.05,0.2
1305,-5.75,1,6,10,80,2000,5,0.05,0.2
1310,-5.15,2,6,10,80,2000,5,0.05,0.2
1315,-7.6,1,6,10,80,2000,5,0.05,0.2
1320,-3.525,2,6,10,80,2000,5,0.05,0.2
1325,-3.225,2,6,10,80,2000,5,0.05,0.2
1330,-2.45,3,6,10,80,2000,5,0.05,0.2
1335,-5.65,2,6,10,80,2000,5,0.05,0.2
1340,-3.725,2,6,10,80,2000,5,0.05,0.2
1345,-4.45,2,6,10,80,2000,5,0.05,0.2
1350,-2.85,5,6,10,80,2000,5,0.05,0.2
1355,-3.5,2,6,10,80,2000,5,0.05,0.2
1360,-3.35,3,6,10,80,2000,5,0.05,0.2
1365,-3.025,4,6,10,80,2000,5,0.05,0.2
1370,-4.2,3,6,10,80,2000,5,0.05,0.2
1375,-5,1,6,10,80,2000,5,0.05,0.2
1380,-6.975,1,6,10,80,2000,5,0.05,0.2
1385,-4.3,4,6,10,80,2000,5,0.05,0.2
1390,-5.525,2,6,10,80,2000,5,0.05,0.2
1395,-1.125,3,6,10,80,2000,5,0.05,0.2
1400,-3,1,6,10,80,2000,5,0.05,0.2
1405,-6.025,1,6,10,80,2000,5,0.05,0.2
1410,-5.15,2,6,10,80,2000,5,0.05,0.2
1415,-3.925,2,6,10,80,2000,5,0.05,0.2
1420,-6.475,1,6,10,80,2000,5,0.05,0.2
1425,-5.3,3,6,10,80,2000,5,0.05,0.2
1430,-2.8,3,6,10,80,2000,5,0.05,0.2
1435,-3.375,1,6,10,80,2000,5,0.05,0.2
1440,-5.4,2,6,10,80,2000,5,0.05,0.2
1445,-1.05,3,6,10,80,2000,5,0.05,0.2
1450,-4.4,2,6,10,80,2000,5,0.05,0.2
1455,-5.75,2,6,10,80,2000,5,0.05,0.2
1460,-5.1,1,6,10,80,2000,5,0.05,0.2
1465,-7.4,1,6,10,80,2000,5,0.05,0.2
1470,-5.425,2,6,10,80,2000,5,0.05,0.2
1475,-2.6,1,6,10,80,2000,5,0.05,0.2
1480,-1.925,4,6,10,80,2000,5,0.05,0.2
1485,-7.05,3,6,10,80,2000,5,0.05,0.2
1490,-9.175,1,6,10,80,2000,5,0.05,0.2
1495,-5.9,1,6,10,80,2000,5,0.05,0.2
1500,-5.975,2,6,10,80,2000,5,0.05,0.2
1505,-2.75,3,6,10,80,2000,5,0.05,0.2
1510,-6.225,2,6,10,80,2000,5,0.05,0.2
1515,-6.125,2,6,10,80,2000,5,0.05,0.2
1520,-2.175,2,6,10,80,2000,5,0.05,0.2
1525,-5.4,2,6,10,80,2000,5,0.05,0.2
1530,-8.5,1,6,10,80,2000,5,0.05,0.2
1535,-3.6,2,6,10,80,2000,5,0.05,0.2
1540,-3.15,2,6,10,80,2000,5,0.05,0.2
1545,-3.525,3,6,10,80,2000,5,0.05,0.2
1550,-4.9,3,6,10,80,2000,5,0.05,0.2
1555,-2.025,1,6,10,80,2000,5,0.05,0.2
1560,-5.175,2,6,10,80,2000,5,0.05,0.2
1565,-1.75,3,6,10,80,2000,5,0.05,0.2
1570,-5.1,2,6,10,80,2000,5,0.05,0.2
1575,-3.45,2,6,10,80,2000,5,0.05,0.2
1580,-4.275,4,6,10,80,2000,5,0.05,0.2
1585,-7.65,1,6,10,80,2000,5,0.05,0.2
1590,-2.275,3,6,10,80,2000,5,0.05,0.2
1595,-5.925,2,6,10,80,2000,5,0.05,0.2
1600,-6.75,1,6,10,80,2000,5,0.05,0.2
1605,-5.25,3,6,10,80,2000,5,0.05,0.2
1610,-8.7,2,6,10,80,2000,5,0.05,0.2
1615,-6.475,4,6,10,80,2000,5,0.05,0.2
1620,-3.85,2,6,10,80,2000,5,0.05,0.2
1625,-1.625,3,6,10,80,2000,5,0.05,0.2
1630,-1.95,1,6,10,80,2000,5,0.05,0.2
1635,-3.825,1,6,10,80,2000,5,0.05,0.2
1640,-1.525,3,6,10,80,2000,5,0.05,0.2
1645,-4.05,1,6,10,80,2000,5,0.05,0.2
1650,-8.35,1,6,10,80,2000,5,0.05,0.2
1655,-3.1,2,6,10,80,2000,5,0.05,0.2
1660,-4.175,2,6,10,80,2000,5,0.05,0.2
1665,-4.45,2,6,20,80,2000,5,0.05,0.2
1670,-3.825,3,6,20,80,2000,5,0.05,0.2
1675,-3.375,3,6,20,80,2000,5,0.05,0.2
1680,-4.45,2,6,20,80,2000,5,0.05,0.2
1685,-0.625,2,6,20,80,2000,5,0.05,0.2
1690,-5.875,2,6,20,80,2000,5,0.05,0.2
1695,-4.15,2,6,20,80,2000,5,0.05,0.2
1700,-6.275,1,6,20,80,2000,5,0.05,0.2
1705,-9.15,2,6,20,80,2000,5,0.05,0.2
1710,-0.775,3,6,20,80,2000,5,0.05,0.2
1715,-2.025,4,6,20,80,2000,5,0.05,0.2
1720,-5.6,2,6,20,80,2000,5,0.05,0.2
1725,-4.725,3,6,20,80,2000,5,0.05,0.2
1730,-7.325,3,6,20,80,2000,5,0.05,0.2
1735,-4.6,2,6,20,80,2000,5,0.05,0.2
1740,0.1,2,6,20,80,2000,5,0.05,0.2
1745,-3.525,4,6,20,80,2000,5,0.05,0.2
1750,-3.75,2,6,20,80,2000,5,0.05,0.2
1755,-4.925,1,6,20,80,2000,5,0.05,0.2
1760,-8.075,1,6,20,80,2000,5,0.05,0.2
1765,-2.375,3,6,20,80,2000,5,0.05,0.2
1770,-0.95,3,6,20,80,2000,5,0.05,0.2
1775,-4.775,2,6,20,80,2000,5,0.05,0.2
1780,-6,1,6,20,80,2000,5,0.05,0.2
1785,-4.2,3,6,20,80,2000,5,0.05,0.2
1790,-6.525,2,6,20,80,2000,5,0.05,0.2
1795,-1.425,4,6,20,80,2000,5,0.05,0.2
1800,-4.5,3,6,20,80,2000,5,0.05,0.2
1805,-5.3,3,6,20,80,2000,5,0.05,0.2
1810,-2.325,1,6,20,80,2000,5,0.05,0.2
1815,-1.85,4,6,20,80,2000,5,0.05,0.2
1820,-2.925,3,6,20,80,2000,5,0.05,0.2
1825,-4.5,2,6,20,80,2000,5,0.05,0.2
1830,-3.3,3,6,20,80,2000,5,0.05,0.2
1835,-6.45,2,6,20,80,2000,5,0.05,0.2
1840,-4.1,2,6,20,80,2000,5,0.05,0.2
1845,-4.85,1,6,20,80,2000,5,0.05,0.2
1850,-7.475,1,6,20,80,2000,5,0.05,0.2
1855,-5.15,1,6,20,80,2000,5,0.05,0.2
1860,-4.8,2,6,20,80,2000,5,0.05,0.2
1865,-8.575,1,6,20,80,2000,5,0.05,0.2
1870,-6.45,1,6,20,80,2000,5,0.05,0.2
1875,-2.8,2,6,20,80,2000,5,0.05,0.2
1880,-2.35,2,6,20,80,2000,5,0.05,0.2
1885,-5.175,1,6,20,80,2000,5,0.05,0.2
1890,-2.85,3,6,20,80,2000,5,0.05,0.2
1895,-4.05,3,6,20,80,2000,5,0.05,0.2
1900,-6.05,3,6,20,80,2000,5,0.05,0.2
1905,-3.75,4,6,20,80,2000,5,0.05,0.2
1910,-2.95,2,6,20,80,2000,5,0.05,0.2
1915,-4.025,1,6,20,80,2000,5,0.05,0.2
1920,-3.375,2,6,20,80,2000,5,0.05,0.2
1925,-9.175,1,6,20,80,2000,5,0.05,0.2
1930,-6.825,2,6,20,80,2000,5,0.05,0.2
1935,-8.575,2,6,20,80,2000,5,0.05,0.2
1940,-2.35,3,6,20,80,2000,5,0.05,0.2
1945,-5.075,1,6,20,80,2000,5,0.05,0.2
1950,-6.65,1,6,20,80,2000,5,0.05,0.2
1955,-0.275,2,6,20,80,2000,5,0.05,0.2
1960,-4.375,2,6,20,80,2000,5,0.05,0.2
1965,-9.45,1,6,20,80,2000,5,0.05,0.2
1970,-0.65,2,6,20,80,2000,5,0.05,0.2
1975,-4.5,2,6,20,80,2000,5,0.05,0.2
1980,-7.2,2,6,20,80,2000,5,0.05,0.2
1985,-4.875,2,6,20,80,2000,5,0.05,0.2
1990,-4,3,6,20,80,2000,5,0.05,0.2
1995,-5.575,2,6,20,80,2000,5,0.05,0.2
2000,-6.8,1,6,20,80,2000,5,0.05,0.2
2005,-9.75,-6,6,20,80,2000,5,0.05,0.2
2010,-8.275,1,6,20,80,2000,5,0.05,0.2
2015,-2.95,3,6,20,80,2000,5,0.05,0.2
2020,-0.25,2,6,20,80,2000,5,0.05,0.2
2025,-3.8,1,6,20,80,2000,5,0.05,0.2
2030,-2.325,2,6,20,80,2000,5,0.05,0.2
2035,-3.075,1,6,20,80,2000,5,0.05,0.2
2040,-3.25,2,6,20,80,2000,5,0.05,0.2
2045,-3.85,2,6,20,80,2000,5,0.05,0.2
2050,-4.7,1,6,20,80,2000,5,0.05,0.2
2055,-3.725,2,6,20,80,2000,5,0.05,0.2
2060,-0.175,4,6,20,80,2000,5,0.05,0.2
2065,-6.225,1,6,20,80,2000,5,0.05,0.2
2070,-5.875,1,6,20,80,2000,5,0.05,0.2
2075,-4.35,3,6,20,80,2000,5,0.05,0.2
2080,-3.7,1,6,20,80,2000,5,0.05,0.2
2085,-5.175,2,6,20,80,2000,5,0.05,0.2
2090,-1.35,2,6,20,80,2000,5,0.05,0.2
2095,-3.975,1,6,20,80,2000,5,0.05,0.2
2100,-9.05,2,6,20,80,2000,5,0.05,0.2
2105,-4.325,2,6,20,80,2000,5,0.05,0.2
2110,-7.525,4,6,20,80,2000,5,0.05,0.2
2115,-8.35,1,6,20,80,2000,5,0.05,0.2
2120,-3.6,2,6,20,80,2000,5,0.05,0.2
2125,-4.025,2,6,20,80,2000,5,0.05,0.2
2130,-5.55,2,6,20,80,2000,5,0.05,0.2
2135,-7.525,1,6,20,80,2000,5,0.05,0.2
2140,-8.275,1,6,20,80,2000,5,0.05,0.2
2145,-4.325,2,6,20,80,2000,5,0.05,0.2
2150,-4.2,1,6,20,80,2000,5,0.05,0.2
2155,-3.3,2,6,20,80,2000,5,0.05,0.2
2160,-5.475,2,6,20,80,2000,5,0.05,0.2
2165,-1.775,4,6,20,80,2000,5,0.05,0.2
2170,-5.125,2,6,20,80,2000,5,0.05,0.2
2175,-9.15,1,6,20,80,2000,5,0.05,0.2
2180,-1.15,2,6,20,80,2000,5,0.05,0.2
2185,-1.15,2,6,20,80,2000,5,0.05,0.2
2190,-4.15,2,6,20,80,2000,5,0.05,0.2
2195,-3.95,2,6,20,80,2000,5,0.05,0.2
2200,-7.4,1,6,20,80,2000,5,0.05,0.2
2205,-5.15,3,6,20,80,2000,5,0.05,0.2
2210,-1.125,2,6,20,80,2000,5,0.05,0.2
2215,-6.025,1,6,20,80,2000,5,0.05,0.2
2220,-1.975,2,6,20,80,2000,5,0.05,0.2
2225,-4.625,2,6,20,80,2000,5,0.05,0.2
2230,-3,2,6,20,80,2000,5,0.05,0.2
2235,-5.825,3,6,20,80,2000,5,0.05,0.2
2240,-4.675,1,6,20,80,2000,5,0.05,0.2
2245,-5.25,3,6,20,80,2000,5,0.05,0.2
2250,-2.05,3,6,20,80,2000,5,0.05,0.2
2255,-0.425,3,6,20,80,2000,5,0.05,0.2
2260,-5.75,2,6,20,80,2000,5,0.05,0.2
2265,-7.675,2,6,20,80,2000,5,0.05,0.2
2270,-1.475,1,6,20,80,2000,5,0.05,0.2
2275,-3.525,3,6,20,80,2000,5,0.05,0.2
2280,-1.35,3,6,20,80,2000,5,0.05,0.2
2285,-4.9,2,6,20,80,2000,5,0.05,0.2
2290,-5.45,2,6,20,80,2000,5,0.05,0.2
2295,-4.5,3,6,20,80,2000,5,0.05,0.2
2300,-2.475,2,6,20,80,2000,5,0.05,0.2
2305,-5.2,3,6,20,80,2000,5,0.05,0.2
2310,-3.9,2,6,20,80,2000,5,0.05,0.2
2315,-3.6,2,6,20,80,2000,5,0.05,0.2
2320,-6.375,1,6,20,80,2000,5,0.05,0.2
2325,-3.35,2,6,20,80,2000,5,0.05,0.2
2330,-3.525,2,6,20,80,2000,5,0.05,0.2
2335,-5.225,2,6,20,80,2000,5,0.05,0.2
2340,-0.725,1,6,20,80,2000,5,0.05,0.2
2345,-5.2,2,6,20,80,2000,5,0.05,0.2
2350,-1.15,2,6,20,80,2000,5,0.05,0.2
2355,-8.525,1,6,20,80,2000,5,0.05,0.2
2360,-1.3,2,6,20,80,2000,5,0.05,0.2
2365,-7.425,1,6,20,80,2000,5,0.05,0.2
2370,-8.275,1,6,20,80,2000,5,0.05,0.2
2375,-2.85,2,6,20,80,2000,5,0.05,0.2
2380,-5.575,2,6,20,80,2000,5,0.05,0.2
2385,-4.525,1,6,20,80,2000,5,0.05,0.2
2390,-6.175,2,6,20,80,2000,5,0.05,0.2
2395,-3.2,2,6,20,80,2000,5,0.05,0.2
2400,-3.25,3,6,20,80,2000,5,0.05,0.2
2405,-4.775,2,6,20,80,2000,5,0.05,0.2
2410,-8.975,1,6,20,80,2000,5,0.05,0.2
2415,-6.425,2,6,20,80,2000,5,0.05,0.2
2420,-5.675,2,6,20,80,2000,5,0.05,0.2
2425,-3.675,4,6,20,80,2000,5,0.05,0.2
2430,-5.075,1,6,20,80,2000,5,0.05,0.2
2435,-2.525,2,6,20,80,2000,5,0.05,0.2
2440,-6.025,3,6,20,80,2000,5,0.05,0.2
