Generation,Current Average,Current High,Size,TurnLim,Mutations,newseedfreq,Inequity,oldvsnew,percChild,Score To Beat
92220,-4.725,25,11,100,45,0,10.0,0.05,0.2,35
92250,-2.925,25,11,100,45,0,10.0,0.05,0.2,35
92280,-3.6,25,11,100,45,0,10.0,0.05,0.2,35
92310,-17.75,25,11,100,45,0,10.0,0.05,0.2,35
92340,-16.65,25,11,100,45,0,10.0,0.05,0.2,35
92370,-24.5,25,11,100,45,0,10.0,0.05,0.2,35
92400,-7.925,25,11,100,45,0,10.0,0.05,0.2,35
92430,-6.75,25,11,100,45,0,10.0,0.05,0.2,35
92460,-6.05,25,11,100,45,0,10.0,0.05,0.2,35
92490,-6.025,25,11,100,45,0,10.0,0.05,0.2,35
92520,-12.025,25,11,100,45,0,10.0,0.05,0.2,35
92550,-22.425,25,11,100,45,0,10.0,0.05,0.2,35
92580,-8.125,25,11,100,45,0,10.0,0.05,0.2,35
92610,-14.425,25,11,100,45,0,10.0,0.05,0.2,35
92640,-27.775,25,11,100,45,0,10.0,0.05,0.2,35
92670,-1.225,25,11,100,45,0,10.0,0.05,0.2,35
92700,-20.15,25,11,100,45,0,10.0,0.05,0.2,35
92730,-15.15,25,11,100,45,0,10.0,0.05,0.2,35
92760,-5.8,25,11,100,45,0,10.0,0.05,0.2,35
92790,-12.475,25,11,100,45,0,10.0,0.05,0.2,35
92820,-12.425,25,11,100,45,0,10.0,0.05,0.2,35
92850,-11.275,25,11,100,45,0,10.0,0.05,0.2,35
92880,-4.25,25,11,100,45,0,10.0,0.05,0.2,35
92910,-16.55,25,11,100,45,0,10.0,0.05,0.2,35
92940,-15.825,25,11,100,45,0,10.0,0.05,0.2,35
92970,-21.1,25,11,100,45,0,10.0,0.05,0.2,35
93000,-9.375,25,11,100,45,0,10.0,0.05,0.2,35
93030,-12.55,25,11,100,45,0,10.0,0.05,0.2,35
93060,-11.2,25,11,100,45,0,10.0,0.05,0.2,35
93090,-12.9,25,11,100,45,0,10.0,0.05,0.2,35
93120,-22.275,25,11,100,45,0,10.0,0.05,0.2,35
93150,-10.925,25,11,100,45,0,10.0,0.05,0.2,35
93180,-8.475,25,11,100,45,0,10.0,0.05,0.2,35
93210,-25.025,25,11,100,45,0,10.0,0.05,0.2,35
93240,-4.2,25,11,100,45,0,10.0,0.05,0.2,35
93270,-3.4,25,11,100,45,0,10.0,0.05,0.2,35
93300,-12.025,25,11,100,45,0,10.0,0.05,0.2,35
93330,-4.95,25,11,100,45,0,10.0,0.05,0.2,35
93360,-8.175,25,11,100,45,0,10.0,0.05,0.2,35
93390,-22.225,25,11,100,45,0,10.0,0.05,0.2,35
93420,-2.825,25,11,100,45,0,10.0,0.05,0.2,35
93450,-16.55,25,11,100,45,0,10.0,0.05,0.2,35
93480,-11.9,25,11,100,45,0,10.0,0.05,0.2,35
93510,-8.125,25,11,100,45,0,10.0,0.05,0.2,35
93540,0.4,25,11,100,45,0,10.0,0.05,0.2,35
93570,-3.95,25,11,100,45,0,10.0,0.05,0.2,35
93600,-14.775,25,11,100,45,0,10.0,0.05,0.2,35
93630,-12.7,25,11,100,45,0,10.0,0.05,0.2,35
93660,-5.45,25,11,100,45,0,10.0,0.05,0.2,35
93690,-9.675,25,11,100,45,0,10.0,0.05,0.2,35
93720,-14.05,25,11,100,45,0,10.0,0.05,0.2,35
93750,-16.3,25,11,100,45,0,10.0,0.05,0.2,35
93780,-17.45,25,11,100,45,0,10.0,0.05,0.2,35
93810,-10.625,25,11,100,45,0,10.0,0.05,0.2,35
93840,-10.525,25,11,100,45,0,10.0,0.05,0.2,35
93870,-14.725,25,11,100,45,0,10.0,0.05,0.2,35
93900,-0.525,25,11,100,45,0,10.0,0.05,0.2,35
93930,-2.95,25,11,100,45,0,10.0,0.05,0.2,35
93960,-7.85,25,11,100,45,0,10.0,0.05,0.2,35
93990,-11.975,25,11,100,45,0,10.0,0.05,0.2,35
94020,-19.775,25,11,100,45,0,10.0,0.05,0.2,35
94050,-13.675,25,11,100,45,0,10.0,0.05,0.2,35
94080,-13.275,25,11,100,45,0,10.0,0.05,0.2,35
94110,-12.525,25,11,100,45,0,10.0,0.05,0.2,35
94140,-20.325,25,11,100,45,0,10.0,0.05,0.2,35
94170,-20.225,25,11,100,45,0,10.0,0.05,0.2,35
94200,-17.75,25,11,100,45,0,10.0,0.05,0.2,35
94230,-14.0,25,11,100,45,0,10.0,0.05,0.2,35
94260,-9.9,25,11,100,45,0,10.0,0.05,0.2,35
94290,-6.925,25,11,100,45,0,10.0,0.05,0.2,35
94320,-7.4,25,11,100,45,0,10.0,0.05,0.2,35
94350,-4.075,25,11,100,45,0,10.0,0.05,0.2,35
94380,-4.875,25,11,100,45,0,10.0,0.05,0.2,35
94410,-10.175,25,11,100,45,0,10.0,0.05,0.2,35
94440,-7.325,25,11,100,45,0,10.0,0.05,0.2,35
94470,-16.65,25,11,100,45,0,10.0,0.05,0.2,35
94500,-9.525,25,11,100,45,0,10.0,0.05,0.2,35
94530,-16.125,25,11,100,45,0,10.0,0.05,0.2,35
94560,-1.175,25,11,100,45,0,10.0,0.05,0.2,35
94590,-3.975,25,11,100,45,0,10.0,0.05,0.2,35
94620,-5.8,25,11,100,45,0,10.0,0.05,0.2,35
94650,-0.2,25,11,100,45,0,10.0,0.05,0.2,35
94680,-8.75,25,11,100,45,0,10.0,0.05,0.2,35
94710,-20.4,25,11,100,45,0,10.0,0.05,0.2,35
94740,-24.075,25,11,100,45,0,10.0,0.05,0.2,35
94770,-9.275,25,11,100,45,0,10.0,0.05,0.2,35
94800,-6.525,25,11,100,45,0,10.0,0.05,0.2,35
94830,-21.35,25,11,100,45,0,10.0,0.05,0.2,35
94860,-8.775,25,11,100,45,0,10.0,0.05,0.2,35
94890,-6.925,25,11,100,45,0,10.0,0.05,0.2,35
94920,-8.5,25,11,100,45,0,10.0,0.05,0.2,35
94950,-13.175,25,11,100,45,0,10.0,0.05,0.2,35
94980,-24.9,25,11,100,45,0,10.0,0.05,0.2,35
95010,-1.1,25,11,100,45,0,10.0,0.05,0.2,35
95040,-9.15,25,11,100,45,0,10.0,0.05,0.2,35
95070,-28.025,25,11,100,45,0,10.0,0.05,0.2,35
95100,-7.25,25,11,100,45,0,10.0,0.05,0.2,35
95130,-16.025,25,11,100,45,0,10.0,0.05,0.2,35
95160,-3.0,25,11,100,45,0,10.0,0.05,0.2,35
95190,-3.575,25,11,100,45,0,10.0,0.05,0.2,35
95220,-12.05,25,11,100,45,0,10.0,0.05,0.2,35
95250,-8.65,25,11,100,45,0,10.0,0.05,0.2,35
95280,-8.725,25,11,100,45,0,10.0,0.05,0.2,35
95310,-6.675,25,11,100,45,0,10.0,0.05,0.2,35
95340,-25.625,25,11,100,45,0,10.0,0.05,0.2,35
95370,-3.7,25,11,100,45,0,10.0,0.05,0.2,35
95400,-12.15,25,11,100,45,0,10.0,0.05,0.2,35
95430,-25.575,25,11,100,45,0,10.0,0.05,0.2,35
95460,-6.9,25,11,100,45,0,10.0,0.05,0.2,35
95490,-6.05,25,11,100,45,0,10.0,0.05,0.2,35
95520,-8.8,25,11,100,45,0,10.0,0.05,0.2,35
95550,-5.375,25,11,100,45,0,10.0,0.05,0.2,35
95580,-10.7,25,11,100,45,0,10.0,0.05,0.2,35
95610,-10.075,25,11,100,45,0,10.0,0.05,0.2,35
95640,-0.275,25,11,100,45,0,10.0,0.05,0.2,35
95670,-12.125,25,11,100,45,0,10.0,0.05,0.2,35
95700,-3.925,25,11,100,45,0,10.0,0.05,0.2,35
95730,-12.75,25,11,100,45,0,10.0,0.05,0.2,35
95760,-17.4,25,11,100,45,0,10.0,0.05,0.2,35
95790,-3.85,25,11,100,45,0,10.0,0.05,0.2,35
95820,-17.25,25,11,100,45,0,10.0,0.05,0.2,35
95850,-22.45,25,11,100,45,0,10.0,0.05,0.2,35
95880,-15.35,25,11,100,45,0,10.0,0.05,0.2,35
95910,-5.175,25,11,100,45,0,10.0,0.05,0.2,35
95940,-7.025,25,11,100,45,0,10.0,0.05,0.2,35
95970,-13.125,25,11,100,45,0,10.0,0.05,0.2,35
96000,-5.725,25,11,100,45,0,10.0,0.05,0.2,35
96030,-17.925,25,11,100,45,0,10.0,0.05,0.2,35
96060,-12.3,25,11,100,45,0,10.0,0.05,0.2,35
96090,-3.175,25,11,100,45,0,10.0,0.05,0.2,35
96120,-12.125,25,11,100,45,0,10.0,0.05,0.2,35
96150,-13.5,25,11,100,45,0,10.0,0.05,0.2,35
96180,-7.125,25,11,100,45,0,10.0,0.05,0.2,35
96210,-6.45,25,11,100,45,0,10.0,0.05,0.2,35
96240,-11.7,2,11,100,45,0,10.0,0.05,0.2,36
96270,-7.25,2,11,100,45,0,10.0,0.05,0.2,36
96300,-3.975,2,11,100,45,0,10.0,0.05,0.2,36
96330,-4.7,4,11,100,45,0,10.0,0.05,0.2,36
96360,0.325,5,11,100,45,0,10.0,0.05,0.2,36
96390,-13.8,5,11,100,45,0,10.0,0.05,0.2,36
96420,-17.9,7,11,100,45,0,10.0,0.05,0.2,36
96450,-13.9,7,11,100,45,0,10.0,0.05,0.2,36
96480,-11.3,7,11,100,45,0,10.0,0.05,0.2,36
96510,-4.925,7,11,100,45,0,10.0,0.05,0.2,36
96540,-21.025,7,11,100,45,0,10.0,0.05,0.2,36
96570,-8.175,7,11,100,45,0,10.0,0.05,0.2,36
96600,-18.325,7,11,100,45,0,10.0,0.05,0.2,36
96630,-19.075,7,11,100,45,0,10.0,0.05,0.2,36
96660,-4.175,7,11,100,45,0,10.0,0.05,0.2,36
96690,-36.95,7,11,100,45,0,10.0,0.05,0.2,36
96720,-13.15,7,11,100,45,0,10.0,0.05,0.2,36
96750,-25.55,7,11,100,45,0,10.0,0.05,0.2,36
96780,-14.325,7,11,100,45,0,10.0,0.05,0.2,36
96810,-9.6,7,11,100,45,0,10.0,0.05,0.2,36
96840,-14.675,7,11,100,45,0,10.0,0.05,0.2,36
96870,-21.1,7,11,100,45,0,10.0,0.05,0.2,36
96900,-14.175,7,11,100,45,0,10.0,0.05,0.2,36
96930,-6.425,7,11,100,45,0,10.0,0.05,0.2,36
96960,-22.35,7,11,100,45,0,10.0,0.05,0.2,36
96990,-13.975,7,11,100,45,0,10.0,0.05,0.2,36
97020,-6.85,7,11,100,45,0,10.0,0.05,0.2,36
97050,-18.7,7,11,100,45,0,10.0,0.05,0.2,36
97080,-13.975,7,11,100,45,0,10.0,0.05,0.2,36
97110,-9.05,7,11,100,45,0,10.0,0.05,0.2,36
97140,-14.55,7,11,100,45,0,10.0,0.05,0.2,36
97170,-13.3,7,11,100,45,0,10.0,0.05,0.2,36
97200,-8.9,7,11,100,45,0,10.0,0.05,0.2,36
97230,-10.525,7,11,100,45,0,10.0,0.05,0.2,36
97260,-37.95,7,11,100,45,0,10.0,0.05,0.2,36
97290,-30.2,7,11,100,45,0,10.0,0.05,0.2,36
97320,-18.85,7,11,100,45,0,10.0,0.05,0.2,36
97350,-12.5,7,11,100,45,0,10.0,0.05,0.2,36
97380,-26.0,7,11,100,45,0,10.0,0.05,0.2,36
97410,-8.725,7,11,100,45,0,10.0,0.05,0.2,36
97440,-11.35,7,11,100,45,0,10.0,0.05,0.2,36
97470,-9.2,7,11,100,45,0,10.0,0.05,0.2,36
97500,-30.775,7,11,100,45,0,10.0,0.05,0.2,36
97530,-14.55,7,11,100,45,0,10.0,0.05,0.2,36
97560,-22.725,7,11,100,45,0,10.0,0.05,0.2,36
97590,-6.175,7,11,100,45,0,10.0,0.05,0.2,36
97620,-18.225,7,11,100,45,0,10.0,0.05,0.2,36
97650,-8.8,7,11,100,45,0,10.0,0.05,0.2,36
97680,-13.15,7,11,100,45,0,10.0,0.05,0.2,36
97710,-8.05,7,11,100,45,0,10.0,0.05,0.2,36
97740,-15.15,7,11,100,45,0,10.0,0.05,0.2,36
97770,-13.125,7,11,100,45,0,10.0,0.05,0.2,36
97800,-4.75,7,11,100,45,0,10.0,0.05,0.2,36
97830,-14.75,7,11,100,45,0,10.0,0.05,0.2,36
97860,-18.8,7,11,100,45,0,10.0,0.05,0.2,36
97890,-12.65,7,11,100,45,0,10.0,0.05,0.2,36
97920,-10.625,7,11,100,45,0,10.0,0.05,0.2,36
97950,-8.45,7,11,100,45,0,10.0,0.05,0.2,36
97980,-19.4,7,11,100,45,0,10.0,0.05,0.2,36
98010,-1.4,7,11,100,45,0,10.0,0.05,0.2,36
98040,-18.8,7,11,100,45,0,10.0,0.05,0.2,36
98070,-13.3,7,11,100,45,0,10.0,0.05,0.2,36
98100,-9.55,7,11,100,45,0,10.0,0.05,0.2,36
98130,-10.95,7,11,100,45,0,10.0,0.05,0.2,36
98160,-19.95,7,11,100,45,0,10.0,0.05,0.2,36
98190,-18.375,7,11,100,45,0,10.0,0.05,0.2,36
98220,-7.225,7,11,100,45,0,10.0,0.05,0.2,36
98250,-19.0,7,11,100,45,0,10.0,0.05,0.2,36
98280,-28.175,7,11,100,45,0,10.0,0.05,0.2,36
98310,-21.475,7,11,100,45,0,10.0,0.05,0.2,36
98340,-10.95,7,11,100,45,0,10.0,0.05,0.2,36
98370,-8.625,7,11,100,45,0,10.0,0.05,0.2,36
98400,-12.775,7,11,100,45,0,10.0,0.05,0.2,36
98430,-41.825,7,11,100,45,0,10.0,0.05,0.2,36
98460,-9.425,7,11,100,45,0,10.0,0.05,0.2,36
98490,-18.075,7,11,100,45,0,10.0,0.05,0.2,36
98520,-18.1,7,11,100,45,0,10.0,0.05,0.2,36
98550,-1.925,7,11,100,45,0,10.0,0.05,0.2,36
98580,-10.725,7,11,100,45,0,10.0,0.05,0.2,36
98610,-11.5,7,11,100,45,0,10.0,0.05,0.2,36
98640,-19.625,7,11,100,45,0,10.0,0.05,0.2,36
98670,-12.8,7,11,100,45,0,10.0,0.05,0.2,36
98700,-25.6,7,11,100,45,0,10.0,0.05,0.2,36
98730,-7.125,7,11,100,45,0,10.0,0.05,0.2,36
98760,-13.8,7,11,100,45,0,10.0,0.05,0.2,36
98790,-21.275,7,11,100,45,0,10.0,0.05,0.2,36
98820,-21.65,7,11,100,45,0,10.0,0.05,0.2,36
98850,-10.0,7,11,100,45,0,10.0,0.05,0.2,36
98880,-14.225,7,11,100,45,0,10.0,0.05,0.2,36
98910,-18.25,7,11,100,45,0,10.0,0.05,0.2,36
98940,-13.425,7,11,100,45,0,10.0,0.05,0.2,36
98970,-4.625,7,11,100,45,0,10.0,0.05,0.2,36
99000,-9.175,7,11,100,45,0,10.0,0.05,0.2,36
99030,-12.8,7,11,100,45,0,10.0,0.05,0.2,36
99060,-6.9,7,11,100,45,0,10.0,0.05,0.2,36
99090,-7.025,7,11,100,45,0,10.0,0.05,0.2,36
99120,-11.825,7,11,100,45,0,10.0,0.05,0.2,36
99150,-11.325,7,11,100,45,0,10.0,0.05,0.2,36
99180,-24.65,7,11,100,45,0,10.0,0.05,0.2,36
99210,-8.2,7,11,100,45,0,10.0,0.05,0.2,36
99240,-23.35,7,11,100,45,0,10.0,0.05,0.2,36
99270,-9.45,7,11,100,45,0,10.0,0.05,0.2,36
99300,-10.575,7,11,100,45,0,10.0,0.05,0.2,36
99330,-31.1,7,11,100,45,0,10.0,0.05,0.2,36
99360,-4.65,7,11,100,45,0,10.0,0.05,0.2,36
99390,-13.275,7,11,100,45,0,10.0,0.05,0.2,36
99420,-7.95,7,11,100,45,0,10.0,0.05,0.2,36
99450,-8.325,7,11,100,45,0,10.0,0.05,0.2,36
99480,-12.2,7,11,100,45,0,10.0,0.05,0.2,36
99510,-19.15,7,11,100,45,0,10.0,0.05,0.2,36
99540,-9.375,7,11,100,45,0,10.0,0.05,0.2,36
99570,-9.3,7,11,100,45,0,10.0,0.05,0.2,36
99600,-4.35,7,11,100,45,0,10.0,0.05,0.2,36
99630,-23.1,7,11,100,45,0,10.0,0.05,0.2,36
99660,-9.05,7,11,100,45,0,10.0,0.05,0.2,36
99690,-14.65,7,11,100,45,0,10.0,0.05,0.2,36
99720,-9.25,7,11,100,45,0,10.0,0.05,0.2,36
99750,-19.025,7,11,100,45,0,10.0,0.05,0.2,36
99780,-17.5,7,11,100,45,0,10.0,0.05,0.2,36
99810,-6.975,8,11,100,45,0,10.0,0.05,0.2,36
99840,-15.575,10,11,100,45,0,10.0,0.05,0.2,36
99870,-7.3,10,11,100,45,0,10.0,0.05,0.2,36
99900,-22.95,12,11,100,45,0,10.0,0.05,0.2,36
99930,-8.925,14,11,100,45,0,10.0,0.05,0.2,36
99960,-11.075,14,11,100,45,0,10.0,0.05,0.2,36
99990,-1.775,14,11,100,45,0,10.0,0.05,0.2,36
100020,-12.125,16,11,100,45,0,10.0,0.05,0.2,36
100050,-4.45,16,11,100,45,0,10.0,0.05,0.2,36
100080,-5.175,16,11,100,45,0,10.0,0.05,0.2,36
100110,-12.4,16,11,100,45,0,10.0,0.05,0.2,36
100140,-12.275,16,11,100,45,0,10.0,0.05,0.2,36
100170,-16.15,16,11,100,45,0,10.0,0.05,0.2,36
100200,-14.475,16,11,100,45,0,10.0,0.05,0.2,36
100230,-6.425,16,11,100,45,0,10.0,0.05,0.2,36
100260,-9.525,16,11,100,45,0,10.0,0.05,0.2,36
100290,-4.825,16,11,100,45,0,10.0,0.05,0.2,36
100320,-13.35,16,11,100,45,0,10.0,0.05,0.2,36
100350,-8.5,16,11,100,45,0,10.0,0.05,0.2,36
100380,-15.925,16,11,100,45,0,10.0,0.05,0.2,36
100410,-8.075,16,11,100,45,0,10.0,0.05,0.2,36
100440,-15.975,16,11,100,45,0,10.0,0.05,0.2,36
100470,-6.825,16,11,100,45,0,10.0,0.05,0.2,36
100500,-9.675,16,11,100,45,0,10.0,0.05,0.2,36
100530,-2.9,16,11,100,45,0,10.0,0.05,0.2,36
100560,-17.05,16,11,100,45,0,10.0,0.05,0.2,36
100590,-8.15,16,11,100,45,0,10.0,0.05,0.2,36
100620,-14.725,16,11,100,45,0,10.0,0.05,0.2,36
100650,-13.375,16,11,100,45,0,10.0,0.05,0.2,36
100680,-10.9,16,11,100,45,0,10.0,0.05,0.2,36
100710,-14.225,16,11,100,45,0,10.0,0.05,0.2,36
100740,-16.1,16,11,100,45,0,10.0,0.05,0.2,36
100770,-21.8,16,11,100,45,0,10.0,0.05,0.2,36
100800,-11.5,16,11,100,45,0,10.0,0.05,0.2,36
100830,-18.075,16,11,100,45,0,10.0,0.05,0.2,36
100860,-18.725,16,11,100,45,0,10.0,0.05,0.2,36
100890,-3.925,16,11,100,45,0,10.0,0.05,0.2,36
100920,-9.8,16,11,100,45,0,10.0,0.05,0.2,36
100950,-15.85,16,11,100,45,0,10.0,0.05,0.2,36
100980,-9.025,16,11,100,45,0,10.0,0.05,0.2,36
101010,-4.375,16,11,100,45,0,10.0,0.05,0.2,36
101040,-20.35,16,11,100,45,0,10.0,0.05,0.2,36
101070,-3.825,16,11,100,45,0,10.0,0.05,0.2,36
101100,-16.35,16,11,100,45,0,10.0,0.05,0.2,36
101130,-10.575,16,11,100,45,0,10.0,0.05,0.2,36
101160,-7.925,16,11,100,45,0,10.0,0.05,0.2,36
101190,-25.975,16,11,100,45,0,10.0,0.05,0.2,36
101220,-13.975,16,11,100,45,0,10.0,0.05,0.2,36
101250,-10.225,16,11,100,45,0,10.0,0.05,0.2,36
101280,-5.45,16,11,100,45,0,10.0,0.05,0.2,36
101310,-0.1,16,11,100,45,0,10.0,0.05,0.2,36
101340,-11.525,16,11,100,45,0,10.0,0.05,0.2,36
101370,-10.075,16,11,100,45,0,10.0,0.05,0.2,36
101400,-1.075,16,11,100,45,0,10.0,0.05,0.2,36
101430,-10.55,16,11,100,45,0,10.0,0.05,0.2,36
101460,-10.2,16,11,100,45,0,10.0,0.05,0.2,36
101490,-12.7,16,11,100,45,0,10.0,0.05,0.2,36
101520,-20.025,16,11,100,45,0,10.0,0.05,0.2,36
101550,-11.175,16,11,100,45,0,10.0,0.05,0.2,36
101580,-11.075,16,11,100,45,0,10.0,0.05,0.2,36
101610,-24.05,16,11,100,45,0,10.0,0.05,0.2,36
101640,-16.35,16,11,100,45,0,10.0,0.05,0.2,36
101670,-12.5,16,11,100,45,0,10.0,0.05,0.2,36
101700,-12.975,16,11,100,45,0,10.0,0.05,0.2,36
101730,-8.475,16,11,100,45,0,10.0,0.05,0.2,36
101760,-25.5,16,11,100,45,0,10.0,0.05,0.2,36
101790,-10.7,16,11,100,45,0,10.0,0.05,0.2,36
101820,-10.275,16,11,100,45,0,10.0,0.05,0.2,36
101850,-11.775,16,11,100,45,0,10.0,0.05,0.2,36
101880,-9.1,16,11,100,45,0,10.0,0.05,0.2,36
101910,-8.7,16,11,100,45,0,10.0,0.05,0.2,36
101940,-6.3,16,11,100,45,0,10.0,0.05,0.2,36
101970,-12.475,16,11,100,45,0,10.0,0.05,0.2,36
102000,-12.4,16,11,100,45,0,10.0,0.05,0.2,36
102030,-16.0,16,11,100,45,0,10.0,0.05,0.2,36
102060,-10.925,16,11,100,45,0,10.0,0.05,0.2,36
102090,-11.8,16,11,100,45,0,10.0,0.05,0.2,36
102120,-8.825,16,11,100,45,0,10.0,0.05,0.2,36
102150,-1.525,16,11,100,45,0,10.0,0.05,0.2,36
102180,-11.05,16,11,100,45,0,10.0,0.05,0.2,36
102210,-1.1,16,11,100,45,0,10.0,0.05,0.2,36
102240,-27.775,16,11,100,45,0,10.0,0.05,0.2,36
102270,-8.925,16,11,100,45,0,10.0,0.05,0.2,36
102300,0.55,16,11,100,45,0,10.0,0.05,0.2,36
102330,-8.925,16,11,100,45,0,10.0,0.05,0.2,36
102360,-1.475,16,11,100,45,0,10.0,0.05,0.2,36
102390,-23.1,16,11,100,45,0,10.0,0.05,0.2,36
102420,-6.15,16,11,100,45,0,10.0,0.05,0.2,36
102450,-9.2,16,11,100,45,0,10.0,0.05,0.2,36
102480,-11.35,16,11,100,45,0,10.0,0.05,0.2,36
102510,-11.55,16,11,100,45,0,10.0,0.05,0.2,36
102540,-10.15,16,11,100,45,0,10.0,0.05,0.2,36
102570,-15.075,16,11,100,45,0,10.0,0.05,0.2,36
102600,-5.975,16,11,100,45,0,10.0,0.05,0.2,36
102630,-21.2,16,11,100,45,0,10.0,0.05,0.2,36
102660,-6.3,16,11,100,45,0,10.0,0.05,0.2,36
102690,-26.425,16,11,100,45,0,10.0,0.05,0.2,36
102720,-7.875,16,11,100,45,0,10.0,0.05,0.2,36
102750,-25.15,16,11,100,45,0,10.0,0.05,0.2,36
102780,-17.325,16,11,100,45,0,10.0,0.05,0.2,36
102810,-11.325,16,11,100,45,0,10.0,0.05,0.2,36
102840,-15.65,16,11,100,45,0,10.0,0.05,0.2,36
102870,-7.35,16,11,100,45,0,10.0,0.05,0.2,36
102900,-6.225,16,11,100,45,0,10.0,0.05,0.2,36
102930,-5.8,16,11,100,45,0,10.0,0.05,0.2,36
102960,-13.6,16,11,100,45,0,10.0,0.05,0.2,36
102990,-11.175,16,11,100,45,0,10.0,0.05,0.2,36
103020,-1.5,16,11,100,45,0,10.0,0.05,0.2,36
103050,-10.375,16,11,100,45,0,10.0,0.05,0.2,36
103080,-12.175,16,11,100,45,0,10.0,0.05,0.2,36
103110,-24.35,16,11,100,45,0,10.0,0.05,0.2,36
103140,-19.225,16,11,100,45,0,10.0,0.05,0.2,36
103170,-12.6,16,11,100,45,0,10.0,0.05,0.2,36
103200,-11.175,16,11,100,45,0,10.0,0.05,0.2,36
103230,-5.4,16,11,100,45,0,10.0,0.05,0.2,36
103260,-0.5,16,11,100,45,0,10.0,0.05,0.2,36
103290,-12.125,16,11,100,45,0,10.0,0.05,0.2,36
103320,-10.0,16,11,100,45,0,10.0,0.05,0.2,36
103350,-5.325,16,11,100,45,0,10.0,0.05,0.2,36
103380,-11.2,16,11,100,45,0,10.0,0.05,0.2,36
103410,-23.075,16,11,100,45,0,10.0,0.05,0.2,36
103440,-11.775,3,11,100,45,0,10.0,0.05,0.2,37
103470,-28.575,4,11,100,45,0,10.0,0.05,0.2,37
103500,-7.125,5,11,100,45,0,10.0,0.05,0.2,37
103530,-21.2,5,11,100,45,0,10.0,0.05,0.2,37
103560,-2.275,5,11,100,45,0,10.0,0.05,0.2,37
103590,-4.5,5,11,100,45,0,10.0,0.05,0.2,37
103620,-18.325,5,11,100,45,0,10.0,0.05,0.2,37
103650,-14.55,5,11,100,45,0,10.0,0.05,0.2,37
103680,-20.9,5,11,100,45,0,10.0,0.05,0.2,37
103710,-13.775,5,11,100,45,0,10.0,0.05,0.2,37
103740,-16.55,5,11,100,45,0,10.0,0.05,0.2,37
103770,-44.15,5,11,100,45,0,10.0,0.05,0.2,37
103800,-7.0,6,11,100,45,0,10.0,0.05,0.2,37
103830,-25.875,8,11,100,45,0,10.0,0.05,0.2,37
103860,-11.0,10,11,100,45,0,10.0,0.05,0.2,37
103890,-6.575,10,11,100,45,0,10.0,0.05,0.2,37
103920,-11.7,10,11,100,45,0,10.0,0.05,0.2,37
103950,-16.65,10,11,100,45,0,10.0,0.05,0.2,37
103980,-27.0,11,11,100,45,0,10.0,0.05,0.2,37
104010,-12.925,11,11,100,45,0,10.0,0.05,0.2,37
104040,-6.325,11,11,100,45,0,10.0,0.05,0.2,37
104070,-15.85,11,11,100,45,0,10.0,0.05,0.2,37
104100,-6.425,11,11,100,45,0,10.0,0.05,0.2,37
104130,-9.5,11,11,100,45,0,10.0,0.05,0.2,37
104160,-12.35,11,11,100,45,0,10.0,0.05,0.2,37
104190,-24.475,11,11,100,45,0,10.0,0.05,0.2,37
104220,-13.2,11,11,100,45,0,10.0,0.05,0.2,37
104250,-30.3,11,11,100,45,0,10.0,0.05,0.2,37
104280,-11.325,11,11,100,45,0,10.0,0.05,0.2,37
104310,-4.2,11,11,100,45,0,10.0,0.05,0.2,37
104340,-16.55,11,11,100,45,0,10.0,0.05,0.2,37
104370,-11.6,11,11,100,45,0,10.0,0.05,0.2,37
104400,-15.375,11,11,100,45,0,10.0,0.05,0.2,37
104430,-9.625,11,11,100,45,0,10.0,0.05,0.2,37
104460,-30.275,11,11,100,45,0,10.0,0.05,0.2,37
104490,-12.875,11,11,100,45,0,10.0,0.05,0.2,37
104520,-8.675,11,11,100,45,0,10.0,0.05,0.2,37
104550,-5.3,11,11,100,45,0,10.0,0.05,0.2,37
104580,-1.85,11,11,100,45,0,10.0,0.05,0.2,37
104610,-20.8,11,11,100,45,0,10.0,0.05,0.2,37
104640,-12.875,11,11,100,45,0,10.0,0.05,0.2,37
104670,-6.275,11,11,100,45,0,10.0,0.05,0.2,37
104700,-19.8,11,11,100,45,0,10.0,0.05,0.2,37
104730,-19.275,11,11,100,45,0,10.0,0.05,0.2,37
104760,-9.2,11,11,100,45,0,10.0,0.05,0.2,37
104790,-7.95,11,11,100,45,0,10.0,0.05,0.2,37
104820,-15.0,11,11,100,45,0,10.0,0.05,0.2,37
104850,-6.9,11,11,100,45,0,10.0,0.05,0.2,37
104880,-15.075,11,11,100,45,0,10.0,0.05,0.2,37
104910,-1.625,11,11,100,45,0,10.0,0.05,0.2,37
104940,-9.1,13,11,100,45,0,10.0,0.05,0.2,37
104970,-11.875,13,11,100,45,0,10.0,0.05,0.2,37
105000,-10.925,14,11,100,45,0,10.0,0.05,0.2,37
105030,-17.7,14,11,100,45,0,10.0,0.05,0.2,37
105060,-23.05,14,11,100,45,0,10.0,0.05,0.2,37
105090,-1.6,15,11,100,45,0,10.0,0.05,0.2,37
105120,-8.725,15,11,100,45,0,10.0,0.05,0.2,37
105150,-14.875,15,11,100,45,0,10.0,0.05,0.2,37
105180,-12.825,15,11,100,45,0,10.0,0.05,0.2,37
105210,-33.025,15,11,100,45,0,10.0,0.05,0.2,37
105240,-21.875,15,11,100,45,0,10.0,0.05,0.2,37
