Generation,Current Average,Current High,Size,TurnLim,Mutations,newseedfreq,Inequity,oldvsnew,percChild,Score To Beat
30,-7.2,3,11,100,45,0,10.0,0.05,0.2,5
60,-17.35,1,11,100,45,0,10.0,0.05,0.2,6
90,-13.7,2,11,100,45,0,10.0,0.05,0.2,6
120,-20.625,3,11,100,45,0,10.0,0.05,0.2,6
150,-24.75,4,11,100,45,0,10.0,0.05,0.2,6
180,-9.6,4,11,100,45,0,10.0,0.05,0.2,6
210,-6.875,4,11,100,45,0,10.0,0.05,0.2,7
240,-3.275,4,11,100,45,0,10.0,0.05,0.2,7
270,-15.6,6,11,100,45,0,10.0,0.05,0.2,7
300,-10.2,6,11,100,45,0,10.0,0.05,0.2,7
330,-15.5,3,11,100,45,0,10.0,0.05,0.2,8
360,-14.725,6,11,100,45,0,10.0,0.05,0.2,8
390,-7.175,6,11,100,45,0,10.0,0.05,0.2,8
420,-7.225,6,11,100,45,0,10.0,0.05,0.2,8
450,-16.05,6,11,100,45,0,10.0,0.05,0.2,8
480,-25.2,6,11,100,45,0,10.0,0.05,0.2,8
510,-13.675,6,11,100,45,0,10.0,0.05,0.2,8
540,-6.475,6,11,100,45,0,10.0,0.05,0.2,8
570,-12.875,6,11,100,45,0,10.0,0.05,0.2,8
600,-11.65,6,11,100,45,0,10.0,0.05,0.2,8
630,0.35,6,11,100,45,0,10.0,0.05,0.2,8
660,-11.125,6,11,100,45,0,10.0,0.05,0.2,8
690,-15.975,7,11,100,45,0,10.0,0.05,0.2,8
720,-14.55,8,11,100,45,0,10.0,0.05,0.2,8
750,-6.975,1,11,100,45,0,10.0,0.05,0.2,9
780,-16.75,2,11,100,45,0,10.0,0.05,0.2,9
810,-13.875,3,11,100,45,0,10.0,0.05,0.2,9
840,-6.45,4,11,100,45,0,10.0,0.05,0.2,9
870,-12.775,5,11,100,45,0,10.0,0.05,0.2,9
900,-14.575,6,11,100,45,0,10.0,0.05,0.2,9
930,-11.55,3,11,100,45,0,10.0,0.05,0.2,10
960,-13.75,3,11,100,45,0,10.0,0.05,0.2,10
990,-8.875,5,11,100,45,0,10.0,0.05,0.2,10
1020,-13.275,6,11,100,45,0,10.0,0.05,0.2,10
1050,-40.675,7,11,100,45,0,10.0,0.05,0.2,10
1080,-12.6,7,11,100,45,0,10.0,0.05,0.2,10
1110,-20.85,7,11,100,45,0,10.0,0.05,0.2,10
1140,-17.05,9,11,100,45,0,10.0,0.05,0.2,10
1170,-21.525,9,11,100,45,0,10.0,0.05,0.2,10
1200,-18.85,9,11,100,45,0,10.0,0.05,0.2,10
1230,-6.75,9,11,100,45,0,10.0,0.05,0.2,10
1260,-14.025,9,11,100,45,0,10.0,0.05,0.2,10
1290,-22.125,9,11,100,45,0,10.0,0.05,0.2,10
1320,-11.75,9,11,100,45,0,10.0,0.05,0.2,10
1350,-14.275,9,11,100,45,0,10.0,0.05,0.2,10
1380,-15.0,9,11,100,45,0,10.0,0.05,0.2,10
1410,-21.0,9,11,100,45,0,10.0,0.05,0.2,10
1440,-15.725,9,11,100,45,0,10.0,0.05,0.2,10
1470,-10.225,9,11,100,45,0,10.0,0.05,0.2,10
1500,-11.95,9,11,100,45,0,10.0,0.05,0.2,10
1530,-17.475,9,11,100,45,0,10.0,0.05,0.2,10
1560,-22.35,9,11,100,45,0,10.0,0.05,0.2,10
1590,-5.25,9,11,100,45,0,10.0,0.05,0.2,10
1620,-5.625,9,11,100,45,0,10.0,0.05,0.2,10
1650,-19.925,9,11,100,45,0,10.0,0.05,0.2,10
1680,-24.525,9,11,100,45,0,10.0,0.05,0.2,10
1710,-18.25,9,11,100,45,0,10.0,0.05,0.2,10
1740,-17.3,9,11,100,45,0,10.0,0.05,0.2,10
1770,-3.85,9,11,100,45,0,10.0,0.05,0.2,10
1800,-13.525,9,11,100,45,0,10.0,0.05,0.2,10
1830,-7.575,9,11,100,45,0,10.0,0.05,0.2,10
1860,-18.15,9,11,100,45,0,10.0,0.05,0.2,10
1890,-21.45,1,11,100,45,0,10.0,0.05,0.2,11
1920,-15.7,3,11,100,45,0,10.0,0.05,0.2,11
1950,-23.75,6,11,100,45,0,10.0,0.05,0.2,11
1980,-11.725,6,11,100,45,0,10.0,0.05,0.2,11
2010,-11.325,7,11,100,45,0,10.0,0.05,0.2,11
2040,-16.15,8,11,100,45,0,10.0,0.05,0.2,11
2070,-31.15,8,11,100,45,0,10.0,0.05,0.2,11
2100,-16.2,9,11,100,45,0,10.0,0.05,0.2,11
2130,-4.35,9,11,100,45,0,10.0,0.05,0.2,11
2160,-12.1,9,11,100,45,0,10.0,0.05,0.2,11
2190,-34.95,9,11,100,45,0,10.0,0.05,0.2,11
2220,-9.5,9,11,100,45,0,10.0,0.05,0.2,11
2250,-13.8,9,11,100,45,0,10.0,0.05,0.2,11
2280,-20.35,9,11,100,45,0,10.0,0.05,0.2,11
2310,-12.15,9,11,100,45,0,10.0,0.05,0.2,11
2340,-12.175,9,11,100,45,0,10.0,0.05,0.2,11
2370,-13.325,9,11,100,45,0,10.0,0.05,0.2,11
2400,-17.625,9,11,100,45,0,10.0,0.05,0.2,11
2430,-21.675,9,11,100,45,0,10.0,0.05,0.2,11
2460,-17.2,4,11,100,45,0,10.0,0.05,0.2,12
2490,-9.625,5,11,100,45,0,10.0,0.05,0.2,12
2520,-20.35,5,11,100,45,0,10.0,0.05,0.2,12
2550,-14.05,6,11,100,45,0,10.0,0.05,0.2,12
2580,-17.4,7,11,100,45,0,10.0,0.05,0.2,12
2610,-22.65,10,11,100,45,0,10.0,0.05,0.2,12
2640,-11.475,4,11,100,45,0,10.0,0.05,0.2,13
2670,-21.7,4,11,100,45,0,10.0,0.05,0.2,13
2700,-33.95,4,11,100,45,0,10.0,0.05,0.2,13
2730,-11.425,4,11,100,45,0,10.0,0.05,0.2,13
2760,-6.175,6,11,100,45,0,10.0,0.05,0.2,13
2790,-17.8,6,11,100,45,0,10.0,0.05,0.2,13
2820,-25.875,6,11,100,45,0,10.0,0.05,0.2,13
2850,-36.75,6,11,100,45,0,10.0,0.05,0.2,13
2880,-9.2,6,11,100,45,0,10.0,0.05,0.2,13
2910,-16.875,6,11,100,45,0,10.0,0.05,0.2,13
2940,-6.4,6,11,100,45,0,10.0,0.05,0.2,13
2970,-6.125,6,11,100,45,0,10.0,0.05,0.2,13
3000,-35.225,7,11,100,45,0,10.0,0.05,0.2,13
3030,-4.15,9,11,100,45,0,10.0,0.05,0.2,13
3060,-13.075,10,11,100,45,0,10.0,0.05,0.2,13
3090,-19.025,11,11,100,45,0,10.0,0.05,0.2,13
3120,-10.925,12,11,100,45,0,10.0,0.05,0.2,13
3150,-21.025,12,11,100,45,0,10.0,0.05,0.2,13
3180,-20.125,12,11,100,45,0,10.0,0.05,0.2,13
3210,-19.5,12,11,100,45,0,10.0,0.05,0.2,13
3240,-6.575,12,11,100,45,0,10.0,0.05,0.2,13
3270,-19.725,12,11,100,45,0,10.0,0.05,0.2,13
3300,-9.15,12,11,100,45,0,10.0,0.05,0.2,13
3330,-13.525,12,11,100,45,0,10.0,0.05,0.2,13
3360,-5.475,12,11,100,45,0,10.0,0.05,0.2,13
3390,-24.3,12,11,100,45,0,10.0,0.05,0.2,13
3420,-6.375,12,11,100,45,0,10.0,0.05,0.2,13
3450,-15.2,12,11,100,45,0,10.0,0.05,0.2,13
3480,-6.55,6,11,100,45,0,10.0,0.05,0.2,14
3510,-11.575,6,11,100,45,0,10.0,0.05,0.2,14
3540,-15.075,6,11,100,45,0,10.0,0.05,0.2,14
3570,-6.025,6,11,100,45,0,10.0,0.05,0.2,14
3600,-12.475,6,11,100,45,0,10.0,0.05,0.2,14
3630,-14.8,6,11,100,45,0,10.0,0.05,0.2,14
3660,-6.65,6,11,100,45,0,10.0,0.05,0.2,14
3690,-9.925,6,11,100,45,0,10.0,0.05,0.2,14
3720,-14.05,7,11,100,45,0,10.0,0.05,0.2,14
3750,-9.925,8,11,100,45,0,10.0,0.05,0.2,14
3780,-13.925,8,11,100,45,0,10.0,0.05,0.2,14
3810,-33.7,3,11,100,45,0,10.0,0.05,0.2,15
3840,-6.2,4,11,100,45,0,10.0,0.05,0.2,15
3870,-6.675,6,11,100,45,0,10.0,0.05,0.2,15
3900,-16.85,6,11,100,45,0,10.0,0.05,0.2,15
3930,-17.9,6,11,100,45,0,10.0,0.05,0.2,15
3960,-14.25,6,11,100,45,0,10.0,0.05,0.2,15
3990,-10.55,6,11,100,45,0,10.0,0.05,0.2,15
4020,-9.45,6,11,100,45,0,10.0,0.05,0.2,15
4050,-13.5,6,11,100,45,0,10.0,0.05,0.2,15
4080,-12.05,6,11,100,45,0,10.0,0.05,0.2,15
4110,-25.4,6,11,100,45,0,10.0,0.05,0.2,15
4140,-22.7,10,11,100,45,0,10.0,0.05,0.2,15
4170,-27.55,10,11,100,45,0,10.0,0.05,0.2,15
4200,-9.475,10,11,100,45,0,10.0,0.05,0.2,15
4230,-11.1,10,11,100,45,0,10.0,0.05,0.2,15
4260,-13.95,10,11,100,45,0,10.0,0.05,0.2,15
4290,-13.375,10,11,100,45,0,10.0,0.05,0.2,15
4320,-13.8,10,11,100,45,0,10.0,0.05,0.2,15
4350,-6.2,10,11,100,45,0,10.0,0.05,0.2,15
4380,-10.225,10,11,100,45,0,10.0,0.05,0.2,15
4410,-12.975,11,11,100,45,0,10.0,0.05,0.2,15
4440,-22.4,11,11,100,45,0,10.0,0.05,0.2,15
4470,-16.6,11,11,100,45,0,10.0,0.05,0.2,15
4500,-13.1,11,11,100,45,0,10.0,0.05,0.2,15
4530,-4.8,11,11,100,45,0,10.0,0.05,0.2,15
4560,-3.275,11,11,100,45,0,10.0,0.05,0.2,15
4590,-18.45,11,11,100,45,0,10.0,0.05,0.2,15
4620,-23.45,11,11,100,45,0,10.0,0.05,0.2,15
4650,1.1,11,11,100,45,0,10.0,0.05,0.2,15
4680,-1.95,11,11,100,45,0,10.0,0.05,0.2,15
4710,-15.35,11,11,100,45,0,10.0,0.05,0.2,15
4740,-16.25,11,11,100,45,0,10.0,0.05,0.2,15
4770,-14.8,11,11,100,45,0,10.0,0.05,0.2,15
4800,-11.475,11,11,100,45,0,10.0,0.05,0.2,15
4830,-4.45,11,11,100,45,0,10.0,0.05,0.2,15
4860,-24.675,11,11,100,45,0,10.0,0.05,0.2,15
4890,-6.425,11,11,100,45,0,10.0,0.05,0.2,15
4920,-13.8,11,11,100,45,0,10.0,0.05,0.2,15
4950,-11.45,11,11,100,45,0,10.0,0.05,0.2,15
4980,-22.75,11,11,100,45,0,10.0,0.05,0.2,15
5010,-19.325,11,11,100,45,0,10.0,0.05,0.2,15
5040,-11.15,11,11,100,45,0,10.0,0.05,0.2,15
5070,-11.0,11,11,100,45,0,10.0,0.05,0.2,15
5100,-15.525,11,11,100,45,0,10.0,0.05,0.2,15
5130,-4.675,11,11,100,45,0,10.0,0.05,0.2,15
5160,-9.15,11,11,100,45,0,10.0,0.05,0.2,15
5190,-15.325,11,11,100,45,0,10.0,0.05,0.2,15
5220,-23.6,11,11,100,45,0,10.0,0.05,0.2,15
5250,-16.2,11,11,100,45,0,10.0,0.05,0.2,15
5280,-8.75,11,11,100,45,0,10.0,0.05,0.2,15
5310,-28.45,11,11,100,45,0,10.0,0.05,0.2,15
5340,-17.975,11,11,100,45,0,10.0,0.05,0.2,15
5370,-5.65,11,11,100,45,0,10.0,0.05,0.2,15
5400,-19.4,11,11,100,45,0,10.0,0.05,0.2,15
5430,-25.8,11,11,100,45,0,10.0,0.05,0.2,15
5460,-17.425,11,11,100,45,0,10.0,0.05,0.2,15
5490,-26.175,11,11,100,45,0,10.0,0.05,0.2,15
5520,-11.05,11,11,100,45,0,10.0,0.05,0.2,15
5550,-14.1,11,11,100,45,0,10.0,0.05,0.2,15
5580,-4.25,11,11,100,45,0,10.0,0.05,0.2,15
5610,-8.95,11,11,100,45,0,10.0,0.05,0.2,15
5640,-8.775,11,11,100,45,0,10.0,0.05,0.2,15
5670,-22.0,11,11,100,45,0,10.0,0.05,0.2,15
5700,-9.85,11,11,100,45,0,10.0,0.05,0.2,15
5730,-11.525,11,11,100,45,0,10.0,0.05,0.2,15
5760,-18.6,11,11,100,45,0,10.0,0.05,0.2,15
5790,-21.45,11,11,100,45,0,10.0,0.05,0.2,15
5820,-17.725,11,11,100,45,0,10.0,0.05,0.2,15
5850,-18.725,11,11,100,45,0,10.0,0.05,0.2,15
5880,-10.5,11,11,100,45,0,10.0,0.05,0.2,15
5910,-20.75,11,11,100,45,0,10.0,0.05,0.2,15
5940,-21.15,11,11,100,45,0,10.0,0.05,0.2,15
5970,-17.45,11,11,100,45,0,10.0,0.05,0.2,15
6000,-15.6,11,11,100,45,0,10.0,0.05,0.2,15
6030,-11.65,11,11,100,45,0,10.0,0.05,0.2,15
6060,-13.825,11,11,100,45,0,10.0,0.05,0.2,15
6090,-11.125,11,11,100,45,0,10.0,0.05,0.2,15
6120,-13.45,11,11,100,45,0,10.0,0.05,0.2,15
6150,-16.425,11,11,100,45,0,10.0,0.05,0.2,15
6180,-23.75,11,11,100,45,0,10.0,0.05,0.2,15
6210,-17.35,11,11,100,45,0,10.0,0.05,0.2,15
6240,-17.5,11,11,100,45,0,10.0,0.05,0.2,15
6270,-13.0,11,11,100,45,0,10.0,0.05,0.2,15
6300,-15.375,11,11,100,45,0,10.0,0.05,0.2,15
6330,-8.55,11,11,100,45,0,10.0,0.05,0.2,15
6360,-23.75,11,11,100,45,0,10.0,0.05,0.2,15
6390,-13.625,11,11,100,45,0,10.0,0.05,0.2,15
6420,-8.5,11,11,100,45,0,10.0,0.05,0.2,15
6450,-12.275,11,11,100,45,0,10.0,0.05,0.2,15
6480,-9.05,11,11,100,45,0,10.0,0.05,0.2,15
6510,-10.925,11,11,100,45,0,10.0,0.05,0.2,15
6540,-8.1,11,11,100,45,0,10.0,0.05,0.2,15
6570,-19.475,11,11,100,45,0,10.0,0.05,0.2,15
6600,-14.875,11,11,100,45,0,10.0,0.05,0.2,15
6630,-21.275,11,11,100,45,0,10.0,0.05,0.2,15
6660,-13.6,11,11,100,45,0,10.0,0.05,0.2,15
6690,-11.1,11,11,100,45,0,10.0,0.05,0.2,15
6720,-21.5,11,11,100,45,0,10.0,0.05,0.2,15
6750,0.65,11,11,100,45,0,10.0,0.05,0.2,15
6780,-14.725,11,11,100,45,0,10.0,0.05,0.2,15
6810,-2.325,2,11,100,45,0,10.0,0.05,0.2,16
6840,-7.25,7,11,100,45,0,10.0,0.05,0.2,16
6870,-20.75,7,11,100,45,0,10.0,0.05,0.2,16
6900,-13.75,7,11,100,45,0,10.0,0.05,0.2,16
6930,-13.175,7,11,100,45,0,10.0,0.05,0.2,16
6960,-13.05,7,11,100,45,0,10.0,0.05,0.2,16
6990,-7.6,7,11,100,45,0,10.0,0.05,0.2,16
7020,-0.875,8,11,100,45,0,10.0,0.05,0.2,16
7050,-18.725,8,11,100,45,0,10.0,0.05,0.2,16
7080,-17.175,8,11,100,45,0,10.0,0.05,0.2,16
7110,-7.1,8,11,100,45,0,10.0,0.05,0.2,16
7140,-20.825,8,11,100,45,0,10.0,0.05,0.2,16
7170,-15.175,8,11,100,45,0,10.0,0.05,0.2,16
7200,-8.325,8,11,100,45,0,10.0,0.05,0.2,16
7230,-15.45,8,11,100,45,0,10.0,0.05,0.2,16
7260,-5.0,9,11,100,45,0,10.0,0.05,0.2,16
7290,-11.3,9,11,100,45,0,10.0,0.05,0.2,16
7320,-1.95,9,11,100,45,0,10.0,0.05,0.2,16
7350,0.475,9,11,100,45,0,10.0,0.05,0.2,16
7380,-24.9,9,11,100,45,0,10.0,0.05,0.2,16
7410,-13.575,9,11,100,45,0,10.0,0.05,0.2,16
7440,-4.025,10,11,100,45,0,10.0,0.05,0.2,16
7470,-22.225,10,11,100,45,0,10.0,0.05,0.2,16
7500,-13.225,10,11,100,45,0,10.0,0.05,0.2,16
7530,-13.35,10,11,100,45,0,10.0,0.05,0.2,16
7560,-16.675,10,11,100,45,0,10.0,0.05,0.2,16
7590,-14.875,10,11,100,45,0,10.0,0.05,0.2,16
7620,-9.525,10,11,100,45,0,10.0,0.05,0.2,16
7650,-6.55,10,11,100,45,0,10.0,0.05,0.2,16
7680,-18.675,10,11,100,45,0,10.0,0.05,0.2,16
7710,-4.475,10,11,100,45,0,10.0,0.05,0.2,16
7740,-11.5,10,11,100,45,0,10.0,0.05,0.2,16
7770,-12.55,10,11,100,45,0,10.0,0.05,0.2,16
7800,-3.3,10,11,100,45,0,10.0,0.05,0.2,16
7830,-20.5,10,11,100,45,0,10.0,0.05,0.2,16
7860,-14.15,10,11,100,45,0,10.0,0.05,0.2,16
7890,-15.95,10,11,100,45,0,10.0,0.05,0.2,16
7920,-24.575,10,11,100,45,0,10.0,0.05,0.2,16
7950,-12.125,10,11,100,45,0,10.0,0.05,0.2,16
7980,-30.825,10,11,100,45,0,10.0,0.05,0.2,16
8010,-12.05,10,11,100,45,0,10.0,0.05,0.2,16
8040,-3.475,10,11,100,45,0,10.0,0.05,0.2,16
8070,-1.9,10,11,100,45,0,10.0,0.05,0.2,16
8100,-21.275,10,11,100,45,0,10.0,0.05,0.2,16
8130,-10.625,10,11,100,45,0,10.0,0.05,0.2,16
8160,-16.225,10,11,100,45,0,10.0,0.05,0.2,16
8190,-11.975,10,11,100,45,0,10.0,0.05,0.2,16
8220,-9.025,10,11,100,45,0,10.0,0.05,0.2,16
8250,-13.425,10,11,100,45,0,10.0,0.05,0.2,16
8280,-17.325,10,11,100,45,0,10.0,0.05,0.2,16
8310,-10.6,10,11,100,45,0,10.0,0.05,0.2,16
8340,-22.775,10,11,100,45,0,10.0,0.05,0.2,16
8370,-15.825,10,11,100,45,0,10.0,0.05,0.2,16
8400,-6.875,10,11,100,45,0,10.0,0.05,0.2,16
8430,-7.05,10,11,100,45,0,10.0,0.05,0.2,16
8460,-6.925,10,11,100,45,0,10.0,0.05,0.2,16
8490,-15.35,10,11,100,45,0,10.0,0.05,0.2,16
8520,-2.0,10,11,100,45,0,10.0,0.05,0.2,16
8550,-9.25,10,11,100,45,0,10.0,0.05,0.2,16
8580,-9.15,10,11,100,45,0,10.0,0.05,0.2,16
8610,-25.725,10,11,100,45,0,10.0,0.05,0.2,16
8640,-2.775,10,11,100,45,0,10.0,0.05,0.2,16
8670,-7.05,10,11,100,45,0,10.0,0.05,0.2,16
8700,-4.5,10,11,100,45,0,10.0,0.05,0.2,16
8730,-4.6,12,11,100,45,0,10.0,0.05,0.2,16
8760,-4.975,12,11,100,45,0,10.0,0.05,0.2,16
8790,-13.225,12,11,100,45,0,10.0,0.05,0.2,16
8820,-11.85,12,11,100,45,0,10.0,0.05,0.2,16
8850,-10.125,12,11,100,45,0,10.0,0.05,0.2,16
8880,-12.7,12,11,100,45,0,10.0,0.05,0.2,16
8910,-9.025,12,11,100,45,0,10.0,0.05,0.2,16
8940,-30.275,13,11,100,45,0,10.0,0.05,0.2,16
8970,-6.425,13,11,100,45,0,10.0,0.05,0.2,16
9000,-10.275,13,11,100,45,0,10.0,0.05,0.2,16
9030,-17.6,13,11,100,45,0,10.0,0.05,0.2,16
9060,-14.1,13,11,100,45,0,10.0,0.05,0.2,16
9090,-17.125,13,11,100,45,0,10.0,0.05,0.2,16
9120,-13.7,13,11,100,45,0,10.0,0.05,0.2,16
9150,-15.275,13,11,100,45,0,10.0,0.05,0.2,16
9180,-3.25,13,11,100,45,0,10.0,0.05,0.2,16
9210,-11.975,13,11,100,45,0,10.0,0.05,0.2,16
9240,-24.675,13,11,100,45,0,10.0,0.05,0.2,16
9270,-3.325,13,11,100,45,0,10.0,0.05,0.2,16
9300,-8.275,13,11,100,45,0,10.0,0.05,0.2,16
9330,-6.6,13,11,100,45,0,10.0,0.05,0.2,16
9360,-15.025,13,11,100,45,0,10.0,0.05,0.2,16
9390,-12.125,13,11,100,45,0,10.0,0.05,0.2,16
9420,-16.125,13,11,100,45,0,10.0,0.05,0.2,16
9450,-6.5,13,11,100,45,0,10.0,0.05,0.2,16
9480,-9.15,13,11,100,45,0,10.0,0.05,0.2,16
9510,-15.65,13,11,100,45,0,10.0,0.05,0.2,16
9540,-1.45,13,11,100,45,0,10.0,0.05,0.2,16
9570,-12.075,13,11,100,45,0,10.0,0.05,0.2,16
9600,-11.55,13,11,100,45,0,10.0,0.05,0.2,16
9630,-16.275,13,11,100,45,0,10.0,0.05,0.2,16
9660,-8.5,13,11,100,45,0,10.0,0.05,0.2,16
9690,-16.875,13,11,100,45,0,10.0,0.05,0.2,16
9720,-13.625,13,11,100,45,0,10.0,0.05,0.2,16
9750,-16.825,13,11,100,45,0,10.0,0.05,0.2,16
9780,1.175,13,11,100,45,0,10.0,0.05,0.2,16
9810,-6.35,13,11,100,45,0,10.0,0.05,0.2,16
9840,-2.75,13,11,100,45,0,10.0,0.05,0.2,16
9870,-25.5,13,11,100,45,0,10.0,0.05,0.2,16
9900,-8.7,13,11,100,45,0,10.0,0.05,0.2,16
9930,-13.45,13,11,100,45,0,10.0,0.05,0.2,16
9960,-15.525,13,11,100,45,0,10.0,0.05,0.2,16
9990,-4.325,13,11,100,45,0,10.0,0.05,0.2,16
10020,-14.0,3,11,100,45,0,10.0,0.05,0.2,17
10050,-3.425,4,11,100,45,0,10.0,0.05,0.2,17
10080,-19.0,5,11,100,45,0,10.0,0.05,0.2,17
10110,-11.95,9,11,100,45,0,10.0,0.05,0.2,17
10140,-1.1,9,11,100,45,0,10.0,0.05,0.2,17
10170,-24.825,9,11,100,45,0,10.0,0.05,0.2,17
10200,-6.9,9,11,100,45,0,10.0,0.05,0.2,17
10230,-2.7,9,11,100,45,0,10.0,0.05,0.2,17
10260,-7.775,10,11,100,45,0,10.0,0.05,0.2,17
10290,-9.65,12,11,100,45,0,10.0,0.05,0.2,17
10320,-6.0,13,11,100,45,0,10.0,0.05,0.2,17
10350,-20.725,13,11,100,45,0,10.0,0.05,0.2,17
10380,-17.15,13,11,100,45,0,10.0,0.05,0.2,17
10410,-11.15,13,11,100,45,0,10.0,0.05,0.2,17
10440,-5.325,13,11,100,45,0,10.0,0.05,0.2,17
10470,0.775,13,11,100,45,0,10.0,0.05,0.2,17
10500,-7.025,13,11,100,45,0,10.0,0.05,0.2,17
10530,-17.5,13,11,100,45,0,10.0,0.05,0.2,17
10560,-11.1,13,11,100,45,0,10.0,0.05,0.2,17
10590,-8.925,5,11,100,45,0,10.0,0.05,0.2,18
10620,-4.15,5,11,100,45,0,10.0,0.05,0.2,18
10650,-13.5,7,11,100,45,0,10.0,0.05,0.2,18
10680,-5.975,7,11,100,45,0,10.0,0.05,0.2,18
10710,-8.875,8,11,100,45,0,10.0,0.05,0.2,18
10740,-10.275,8,11,100,45,0,10.0,0.05,0.2,18
10770,-15.4,8,11,100,45,0,10.0,0.05,0.2,18
10800,-8.275,8,11,100,45,0,10.0,0.05,0.2,18
10830,-13.975,8,11,100,45,0,10.0,0.05,0.2,18
10860,-22.7,8,11,100,45,0,10.0,0.05,0.2,18
10890,-11.425,8,11,100,45,0,10.0,0.05,0.2,18
10920,-10.725,8,11,100,45,0,10.0,0.05,0.2,18
10950,-20.975,8,11,100,45,0,10.0,0.05,0.2,18
10980,-8.55,8,11,100,45,0,10.0,0.05,0.2,18
11010,-16.825,8,11,100,45,0,10.0,0.05,0.2,18
11040,-36.4,8,11,100,45,0,10.0,0.05,0.2,18
11070,-15.65,8,11,100,45,0,10.0,0.05,0.2,18
11100,-11.625,8,11,100,45,0,10.0,0.05,0.2,18
11130,-1.25,8,11,100,45,0,10.0,0.05,0.2,18
11160,-16.05,8,11,100,45,0,10.0,0.05,0.2,18
11190,-18.175,8,11,100,45,0,10.0,0.05,0.2,18
11220,-18.35,8,11,100,45,0,10.0,0.05,0.2,18
11250,-22.1,8,11,100,45,0,10.0,0.05,0.2,18
11280,-13.9,8,11,100,45,0,10.0,0.05,0.2,18
11310,-18.825,8,11,100,45,0,10.0,0.05,0.2,18
11340,-24.8,8,11,100,45,0,10.0,0.05,0.2,18
11370,-10.625,8,11,100,45,0,10.0,0.05,0.2,18
11400,-11.6,8,11,100,45,0,10.0,0.05,0.2,18
11430,-11.375,8,11,100,45,0,10.0,0.05,0.2,18
11460,0.625,8,11,100,45,0,10.0,0.05,0.2,18
11490,-8.55,8,11,100,45,0,10.0,0.05,0.2,18
11520,-8.25,10,11,100,45,0,10.0,0.05,0.2,18
11550,-13.725,11,11,100,45,0,10.0,0.05,0.2,18
11580,-7.95,11,11,100,45,0,10.0,0.05,0.2,18
11610,-18.225,11,11,100,45,0,10.0,0.05,0.2,18
11640,-7.4,11,11,100,45,0,10.0,0.05,0.2,18
11670,-12.325,11,11,100,45,0,10.0,0.05,0.2,18
11700,-11.7,11,11,100,45,0,10.0,0.05,0.2,18
11730,-8.6,11,11,100,45,0,10.0,0.05,0.2,18
11760,-15.075,11,11,100,45,0,10.0,0.05,0.2,18
11790,-8.3,11,11,100,45,0,10.0,0.05,0.2,18
11820,-11.375,11,11,100,45,0,10.0,0.05,0.2,18
11850,-12.175,11,11,100,45,0,10.0,0.05,0.2,18
11880,-8.55,11,11,100,45,0,10.0,0.05,0.2,18
11910,-13.325,11,11,100,45,0,10.0,0.05,0.2,18
11940,-14.25,11,11,100,45,0,10.0,0.05,0.2,18
11970,-15.775,11,11,100,45,0,10.0,0.05,0.2,18
12000,-6.725,11,11,100,45,0,10.0,0.05,0.2,18
12030,-13.675,11,11,100,45,0,10.0,0.05,0.2,18
12060,-11.375,11,11,100,45,0,10.0,0.05,0.2,18
12090,-17.55,11,11,100,45,0,10.0,0.05,0.2,18
12120,-13.8,11,11,100,45,0,10.0,0.05,0.2,18
12150,-31.225,11,11,100,45,0,10.0,0.05,0.2,18
12180,-3.325,11,11,100,45,0,10.0,0.05,0.2,18
12210,-11.375,11,11,100,45,0,10.0,0.05,0.2,18
12240,-19.5,11,11,100,45,0,10.0,0.05,0.2,18
12270,-26.65,11,11,100,45,0,10.0,0.05,0.2,18
12300,-9.05,11,11,100,45,0,10.0,0.05,0.2,18
12330,-6.15,11,11,100,45,0,10.0,0.05,0.2,18
12360,-13.225,11,11,100,45,0,10.0,0.05,0.2,18
12390,-24.925,12,11,100,45,0,10.0,0.05,0.2,18
12420,-8.85,12,11,100,45,0,10.0,0.05,0.2,18
12450,-8.925,12,11,100,45,0,10.0,0.05,0.2,18
12480,-6.9,12,11,100,45,0,10.0,0.05,0.2,18
12510,-20.65,12,11,100,45,0,10.0,0.05,0.2,18
12540,-9.525,12,11,100,45,0,10.0,0.05,0.2,18
12570,-9.3,12,11,100,45,0,10.0,0.05,0.2,18
12600,-15.275,12,11,100,45,0,10.0,0.05,0.2,18
12630,-6.575,12,11,100,45,0,10.0,0.05,0.2,18
12660,0.6,12,11,100,45,0,10.0,0.05,0.2,18
12690,-6.375,12,11,100,45,0,10.0,0.05,0.2,18
12720,0.675,12,11,100,45,0,10.0,0.05,0.2,18
12750,-11.45,12,11,100,45,0,10.0,0.05,0.2,18
12780,-15.025,12,11,100,45,0,10.0,0.05,0.2,18
12810,-25.9,12,11,100,45,0,10.0,0.05,0.2,18
12840,-10.825,12,11,100,45,0,10.0,0.05,0.2,18
12870,-13.775,12,11,100,45,0,10.0,0.05,0.2,18
12900,-7.625,12,11,100,45,0,10.0,0.05,0.2,18
12930,-15.075,12,11,100,45,0,10.0,0.05,0.2,18
12960,-22.7,12,11,100,45,0,10.0,0.05,0.2,18
12990,-16.275,12,11,100,45,0,10.0,0.05,0.2,18
13020,-24.275,12,11,100,45,0,10.0,0.05,0.2,18
13050,-10.1,12,11,100,45,0,10.0,0.05,0.2,18
13080,-10.9,12,11,100,45,0,10.0,0.05,0.2,18
13110,-6.375,12,11,100,45,0,10.0,0.05,0.2,18
